stationName,Month,Monthly_Mean_GWL,Monthly_Mean_Temp,Monthly_Total_Rain,Monthly_Total_Evap,Monthly_Mean_Pressure,Monthly_Mean_Dewpoint,latitude,longitude,LULC_Code,Soil_Type_Code
Sanjay Van Pz_1,2025-02-28,3.054821052631579,290.88092041015625,0.3485472798347473,-0.6415364146232605,99047.5859375,283.0857238769531,28.6903,77.1419,50,2.0
Sanjay Van Pz_1,2025-03-31,3.390611570247934,295.6730651855469,0.1541825085878372,-0.8249354362487793,98701.65625,282.9263916015625,28.6903,77.1419,50,2.0
Sanjay Van Pz_1,2025-04-30,2.888486725663717,303.16326904296875,0.0951909124851226,-0.4229792058467865,98221.7578125,283.4999694824219,28.6903,77.1419,50,2.0
Sanjay Van Pz_1,2025-05-31,2.971322222222222,304.86151123046875,0.4080260694026947,-0.7530170679092407,97831.921875,292.11138916015625,28.6903,77.1419,50,2.0
Sanjay Van Pz_1,2025-06-30,2.887075471698113,304.6361083984375,1.5116395950317385,-1.1237744092941284,97559.4296875,295.8979187011719,28.6903,77.1419,50,2.0
Sanjay Van Pz_1,2025-07-31,2.2045322580645164,301.94122314453125,3.0780458450317383,-1.6765007972717283,97491.8671875,298.5927734375,28.6903,77.1419,50,2.0
Sanjay Van Pz_1,2025-08-31,0.600396694214876,301.336181640625,2.5930538177490234,-1.627071976661682,97823.4296875,298.2322998046875,28.6903,77.1419,50,2.0
Shikarpur Deep Pz,2022-12-31,,288.3633117675781,0.0010434362338855,-0.4876237511634826,99001.390625,281.25347900390625,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-01-31,,285.79998779296875,0.2649078965187073,-0.4398449063301086,99202.6875,280.82781982421875,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-02-28,,292.2288818359375,0.0230411738157272,-0.6864577531814575,98862.5859375,282.27886962890625,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-03-31,,295.73193359375,0.9354537725448608,-0.9208144545555116,98717.1953125,286.4199523925781,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-04-30,,300.24664306640625,0.2485575079917907,-1.0274485349655151,98347.109375,283.1224060058594,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-05-31,,302.78973388671875,1.177901029586792,-1.3344141244888306,98063.796875,287.597412109375,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-06-30,,304.6810913085937,1.0782310962677002,-1.0051960945129397,97607.0,293.6861877441406,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-07-31,,302.4840393066406,3.417133331298828,-1.5982768535614014,97574.6328125,298.6869812011719,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-08-31,,303.2611999511719,0.5264445543289185,-2.005608081817627,97634.8515625,296.5411071777344,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-09-30,9.494603448275862,302.2742614746094,1.0457112789154053,-1.6326992511749268,97923.78125,295.82867431640625,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-10-31,6.846959677419355,299.0731201171875,0.1147329732775688,-1.0476802587509155,98620.09375,287.90826416015625,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-11-30,6.785714285714286,294.3270263671875,0.0883672311902046,-0.352956086397171,99025.1640625,286.44891357421875,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2023-12-31,6.895584905660377,289.0860290527344,0.0159541387110948,-0.2331484109163284,99182.3125,282.844482421875,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-01-31,6.928,285.2467041015625,0.1478452235460281,-0.1500501334667205,99219.5078125,281.2572937011719,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-02-29,7.1997567567567575,289.4760131835937,0.1890788078308105,-0.5634641647338867,99107.953125,281.29766845703125,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-03-31,7.435040322580646,295.0726928710937,0.3226441144943237,-0.6987165212631226,98734.28125,283.1300964355469,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-04-30,7.520330508474577,302.2154235839844,0.0133467428386211,-0.2061245441436767,98226.5546875,280.66461181640625,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-05-31,7.729879032258064,307.47479248046875,0.0677374601364135,-0.214252308011055,97734.8359375,283.7889709472656,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-06-30,7.682875,308.1820678710937,0.8120620250701904,-0.3756858110427856,97438.5,290.1642761230469,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-07-31,8.013548387096774,303.6863708496094,2.034834146499634,-1.7139638662338257,97270.7734375,299.2284851074219,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-08-31,7.84131007751938,301.39031982421875,3.574374198913574,-1.555091381072998,97713.375,298.3185119628906,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-09-30,7.348141666666667,300.6615905761719,3.782893657684326,-1.5564345121383667,97889.1640625,297.22607421875,28.5244,76.9533,10,3.0
Shikarpur Deep Pz,2024-10-31,9.393479674796748,299.7166442871094,0.0022259326651692,-1.5382784605026243,98440.7734375,291.8321838378906,28.5244,76.9533,10,3.0
