stationName,Month,Monthly_Mean_Temp
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2024-11-30,294.5631408691406
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2024-12-31,287.8800964355469
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-01-31,286.80780029296875
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-02-28,291.0461730957031
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-03-31,295.8414001464844
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-04-30,303.10565185546875
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-05-31,304.7624206542969
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-06-30,304.4964904785156
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-07-31,301.8397521972656
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2025-08-31,301.2220764160156
Delhi North ALIPUR Singhu Village Pz,2022-12-31,287.907958984375
Delhi North ALIPUR Singhu Village Pz,2023-01-31,285.5247497558594
Delhi North ALIPUR Singhu Village Pz,2023-02-28,291.4622802734375
Delhi North ALIPUR Singhu Village Pz,2023-03-31,294.965087890625
Delhi North ALIPUR Singhu Village Pz,2023-04-30,299.5507507324219
Delhi North ALIPUR Singhu Village Pz,2023-05-31,302.2004699707031
Delhi North ALIPUR Singhu Village Pz,2023-06-30,304.42376708984375
Delhi North ALIPUR Singhu Village Pz,2023-07-31,302.2398681640625
Delhi North ALIPUR Singhu Village Pz,2023-08-31,303.0232849121094
Delhi North ALIPUR Singhu Village Pz,2023-09-30,301.97576904296875
Delhi North ALIPUR Singhu Village Pz,2023-10-31,298.5230712890625
Delhi North ALIPUR Singhu Village Pz,2023-11-30,293.9632873535156
Delhi North ALIPUR Singhu Village Pz,2023-12-31,288.5416564941406
Delhi North ALIPUR Singhu Village Pz,2024-01-31,284.8094482421875
Delhi North ALIPUR Singhu Village Pz,2024-02-29,289.10357666015625
Delhi North ALIPUR Singhu Village Pz,2024-03-31,294.3963317871094
Delhi North ALIPUR Singhu Village Pz,2024-04-30,301.4913024902344
Delhi North ALIPUR Singhu Village Pz,2024-05-31,306.5349426269531
Delhi North ALIPUR Singhu Village Pz,2024-06-30,307.6390686035156
Delhi North ALIPUR Singhu Village Pz,2024-07-31,303.3638000488281
Delhi North ALIPUR Singhu Village Pz,2024-08-31,301.5147399902344
Delhi North ALIPUR Singhu Village Pz,2024-09-30,300.6247863769531
Delhi North ALIPUR Singhu Village Pz,2024-10-31,299.1888122558594
Delhi North ALIPUR Singhu Village Pz,2024-11-30,294.42828369140625
Delhi North ALIPUR Singhu Village Pz,2024-12-31,287.6572570800781
Delhi North ALIPUR Singhu Village Pz,2025-01-31,286.53887939453125
Delhi North ALIPUR Singhu Village Pz,2025-02-28,290.5714416503906
Delhi North ALIPUR Singhu Village Pz,2025-03-31,295.25384521484375
Delhi North ALIPUR Singhu Village Pz,2025-04-30,302.7520446777344
Delhi North ALIPUR Singhu Village Pz,2025-05-31,304.4607849121094
Delhi North ALIPUR Singhu Village Pz,2025-06-30,304.5368957519531
Delhi North ALIPUR Singhu Village Pz,2025-07-31,301.9288330078125
Delhi North ALIPUR Singhu Village Pz,2025-08-31,301.2864685058594
Delhi North ALIPUR Alipur Garhi Pz,2022-12-31,287.9542236328125
