stationName,Month,Monthly_Total_Evap
Delhi North ALIPUR Singhu Village Pz,2023-08-31,-2.1696882247924805
Delhi North ALIPUR Singhu Village Pz,2023-09-30,-1.7761359214782715
Delhi North ALIPUR Singhu Village Pz,2023-10-31,-1.0152227878570557
Delhi North ALIPUR Singhu Village Pz,2023-11-30,-0.318926602602005
Delhi North ALIPUR Singhu Village Pz,2023-12-31,-0.24373647570610046
Delhi North ALIPUR Singhu Village Pz,2024-01-31,-0.15041357278823853
Delhi North ALIPUR Singhu Village Pz,2024-02-29,-0.5501208305358887
Delhi North ALIPUR Singhu Village Pz,2024-03-31,-0.9446974396705627
Delhi North ALIPUR Singhu Village Pz,2024-04-30,-0.24985522031784058
Delhi North ALIPUR Singhu Village Pz,2024-05-31,-0.21048575639724731
Delhi North ALIPUR Singhu Village Pz,2024-06-30,-0.4739752411842346
Delhi North ALIPUR Singhu Village Pz,2024-07-31,-1.8216490745544434
Delhi North ALIPUR Singhu Village Pz,2024-08-31,-1.730682611465454
Delhi North ALIPUR Singhu Village Pz,2024-09-30,-1.646799921989441
Delhi North ALIPUR Singhu Village Pz,2024-10-31,-1.576401948928833
Delhi North ALIPUR Singhu Village Pz,2024-11-30,-0.6142082214355469
Delhi North ALIPUR Singhu Village Pz,2024-12-31,-0.3850643038749695
Delhi North ALIPUR Singhu Village Pz,2025-01-31,-0.7294025421142578
Delhi North ALIPUR Singhu Village Pz,2025-02-28,-0.7870116829872131
Delhi North ALIPUR Singhu Village Pz,2025-03-31,-0.9829666018486023
Delhi North ALIPUR Singhu Village Pz,2025-04-30,-0.3968143165111542
Delhi North ALIPUR Singhu Village Pz,2025-05-31,-0.7595027685165405
Delhi North ALIPUR Singhu Village Pz,2025-06-30,-0.9829952120780945
Delhi North ALIPUR Singhu Village Pz,2025-07-31,-1.680883765220642
Delhi North ALIPUR Singhu Village Pz,2025-08-31,-1.6722891330718994
Delhi North ALIPUR Alipur Garhi Pz,2022-12-31,-0.4674677848815918
Delhi North ALIPUR Alipur Garhi Pz,2023-01-31,-0.5102231502532959
Delhi North ALIPUR Alipur Garhi Pz,2023-02-28,-0.7492040395736694
Delhi North ALIPUR Alipur Garhi Pz,2023-03-31,-0.9220824241638184
Delhi North ALIPUR Alipur Garhi Pz,2023-04-30,-0.9536837935447693
Delhi North ALIPUR Alipur Garhi Pz,2023-05-31,-1.1418139934539795
Delhi North ALIPUR Alipur Garhi Pz,2023-06-30,-0.8593241572380066
Delhi North ALIPUR Alipur Garhi Pz,2023-07-31,-1.6570528745651245
Delhi North ALIPUR Alipur Garhi Pz,2023-08-31,-2.138462543487549
Delhi North ALIPUR Alipur Garhi Pz,2023-09-30,-1.7398393154144287
Delhi North ALIPUR Alipur Garhi Pz,2023-10-31,-0.9830377101898193
Delhi North ALIPUR Alipur Garhi Pz,2023-11-30,-0.2902165651321411
Delhi North ALIPUR Alipur Garhi Pz,2023-12-31,-0.2336377203464508
Delhi North ALIPUR Alipur Garhi Pz,2024-01-31,-0.13830506801605225
Delhi North ALIPUR Alipur Garhi Pz,2024-02-29,-0.5442758202552795
Delhi North ALIPUR Alipur Garhi Pz,2024-03-31,-0.8771155476570129
Delhi North ALIPUR Alipur Garhi Pz,2024-04-30,-0.22493627667427063
Delhi North ALIPUR Alipur Garhi Pz,2024-05-31,-0.17707860469818115
Delhi North ALIPUR Alipur Garhi Pz,2024-06-30,-0.45657646656036377
Delhi North ALIPUR Alipur Garhi Pz,2024-07-31,-1.8114075660705566
Delhi North ALIPUR Alipur Garhi Pz,2024-08-31,-1.6944000720977783
Delhi North ALIPUR Alipur Garhi Pz,2024-09-30,-1.6386253833770752
Delhi North ALIPUR Alipur Garhi Pz,2024-10-31,-1.5933780670166016
Delhi North ALIPUR Alipur Garhi Pz,2024-11-30,-0.6142833232879639
Delhi North ALIPUR Alipur Garhi Pz,2024-12-31,-0.3846636414527893
Delhi North ALIPUR Alipur Garhi Pz,2025-01-31,-0.7234394550323486
Delhi North ALIPUR Alipur Garhi Pz,2025-02-28,-0.7624242901802063
Delhi North ALIPUR Alipur Garhi Pz,2025-03-31,-0.9767171144485474
Delhi North ALIPUR Alipur Garhi Pz,2025-04-30,-0.41698622703552246
Delhi North ALIPUR Alipur Garhi Pz,2025-05-31,-0.7357984781265259
Delhi North ALIPUR Alipur Garhi Pz,2025-06-30,-0.9991276860237122
Delhi North ALIPUR Alipur Garhi Pz,2025-07-31,-1.6606147289276123
Delhi North ALIPUR Alipur Garhi Pz,2025-08-31,-1.6624736785888672
Delhi North ALIPUR Hiranki Village Pz,2022-12-31,-0.5059608221054077
Delhi North ALIPUR Hiranki Village Pz,2023-01-31,-0.5356873273849487
Delhi North ALIPUR Hiranki Village Pz,2023-02-28,-0.7767986059188843
Delhi North ALIPUR Hiranki Village Pz,2023-03-31,-0.9636557698249817
Delhi North ALIPUR Hiranki Village Pz,2023-04-30,-1.0311172008514404
Delhi North ALIPUR Hiranki Village Pz,2023-05-31,-1.248840570449829
Delhi North ALIPUR Hiranki Village Pz,2023-06-30,-0.9311230778694153
Delhi North ALIPUR Hiranki Village Pz,2023-07-31,-1.6836528778076172
Delhi North ALIPUR Hiranki Village Pz,2023-08-31,-2.1945931911468506
Delhi North ALIPUR Hiranki Village Pz,2023-09-30,-1.805635929107666
Delhi North ALIPUR Hiranki Village Pz,2023-10-31,-1.050185203552246
Delhi North ALIPUR Hiranki Village Pz,2023-11-30,-0.3412618339061737
Delhi North ALIPUR Hiranki Village Pz,2023-12-31,-0.2663009762763977
Delhi North ALIPUR Hiranki Village Pz,2024-01-31,-0.16530174016952515
Delhi North ALIPUR Hiranki Village Pz,2024-02-29,-0.6120095252990723
Delhi North ALIPUR Hiranki Village Pz,2024-03-31,-0.9566829800605774
Delhi North ALIPUR Hiranki Village Pz,2024-04-30,-0.31067031621932983
Delhi North ALIPUR Hiranki Village Pz,2024-05-31,-0.24844178557395935
Delhi North ALIPUR Hiranki Village Pz,2024-06-30,-0.5393179655075073
Delhi North ALIPUR Hiranki Village Pz,2024-07-31,-1.8201932907104492
Delhi North ALIPUR Hiranki Village Pz,2024-08-31,-1.7165864706039429
Delhi North ALIPUR Hiranki Village Pz,2024-09-30,-1.6479625701904297
Delhi North ALIPUR Hiranki Village Pz,2024-10-31,-1.6246302127838135
Delhi North ALIPUR Hiranki Village Pz,2024-11-30,-0.6601758003234863
Delhi North ALIPUR Hiranki Village Pz,2024-12-31,-0.41859573125839233
Delhi North ALIPUR Hiranki Village Pz,2025-01-31,-0.7275291085243225
Delhi North ALIPUR Hiranki Village Pz,2025-02-28,-0.7728786468505859
Delhi North ALIPUR Hiranki Village Pz,2025-03-31,-1.0459849834442139
Delhi North ALIPUR Hiranki Village Pz,2025-04-30,-0.48091602325439453
Delhi North ALIPUR Hiranki Village Pz,2025-05-31,-0.815319836139679
Delhi North ALIPUR Hiranki Village Pz,2025-06-30,-1.0433835983276367
Delhi North ALIPUR Hiranki Village Pz,2025-07-31,-1.6789542436599731
Delhi North ALIPUR Hiranki Village Pz,2025-08-31,-1.658157467842102
Tiggipur Shallow Pz_1,2022-12-31,-0.5059608221054077
Tiggipur Shallow Pz_1,2023-01-31,-0.5356873273849487
Tiggipur Shallow Pz_1,2023-02-28,-0.7767986059188843
Tiggipur Shallow Pz_1,2023-03-31,-0.9636557698249817
Tiggipur Shallow Pz_1,2023-04-30,-1.0311172008514404
Tiggipur Shallow Pz_1,2023-05-31,-1.248840570449829
Tiggipur Shallow Pz_1,2023-06-30,-0.9311230778694153
Tiggipur Shallow Pz_1,2023-07-31,-1.6836528778076172
Tiggipur Shallow Pz_1,2023-08-31,-2.1945931911468506
Tiggipur Shallow Pz_1,2023-09-30,-1.805635929107666
Tiggipur Shallow Pz_1,2023-10-31,-1.050185203552246
Tiggipur Shallow Pz_1,2023-11-30,-0.3412618339061737
Tiggipur Shallow Pz_1,2023-12-31,-0.2663009762763977
Tiggipur Shallow Pz_1,2024-01-31,-0.16530174016952515
Tiggipur Shallow Pz_1,2024-02-29,-0.6120095252990723
Tiggipur Shallow Pz_1,2024-03-31,-0.9566829800605774
Tiggipur Shallow Pz_1,2024-04-30,-0.31067031621932983
Tiggipur Shallow Pz_1,2024-05-31,-0.24844178557395935
Tiggipur Shallow Pz_1,2024-06-30,-0.5393179655075073
Tiggipur Shallow Pz_1,2024-07-31,-1.8201932907104492
Tiggipur Shallow Pz_1,2024-08-31,-1.7165864706039429
Tiggipur Shallow Pz_1,2024-09-30,-1.6479625701904297
Tiggipur Shallow Pz_1,2024-10-31,-1.6246302127838135
Tiggipur Shallow Pz_1,2024-11-30,-0.6601758003234863
Tiggipur Shallow Pz_1,2024-12-31,-0.41859573125839233
Tiggipur Shallow Pz_1,2025-01-31,-0.7275291085243225
Tiggipur Shallow Pz_1,2025-02-28,-0.7728786468505859
Tiggipur Shallow Pz_1,2025-03-31,-1.0459849834442139
Tiggipur Shallow Pz_1,2025-04-30,-0.48091602325439453
Tiggipur Shallow Pz_1,2025-05-31,-0.815319836139679
Tiggipur Shallow Pz_1,2025-06-30,-1.0433835983276367
Tiggipur Shallow Pz_1,2025-07-31,-1.6789542436599731
Tiggipur Shallow Pz_1,2025-08-31,-1.658157467842102
Delhi_South East_Kalkaji_Okhla DJB WTP,2022-12-31,-0.4503558278083801
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-01-31,-0.49154308438301086
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-02-28,-0.7340661287307739
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-03-31,-0.9022701978683472
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-04-30,-0.9266484379768372
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-05-31,-1.0980883836746216
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-06-30,-0.8465375900268555
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-07-31,-1.6265255212783813
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-08-31,-2.0826101303100586
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-09-30,-1.7109549045562744
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-10-31,-1.0166802406311035
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-11-30,-0.2932209074497223
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-12-31,-0.22868385910987854
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-01-31,-0.13614985346794128
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-02-29,-0.47031694650650024
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-03-31,-0.810638427734375
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-04-30,-0.18559089303016663
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-05-31,-0.16390103101730347
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-06-30,-0.43752679228782654
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-07-31,-1.8066215515136719
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-08-31,-1.6734707355499268
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-09-30,-1.6241055727005005
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-10-31,-1.5567560195922852
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-11-30,-0.5974920988082886
Delhi_South East_Kalkaji_Okhla DJB WTP,2024-12-31,-0.3746393918991089
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-01-31,-0.7130950093269348
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-02-28,-0.7580608129501343
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-03-31,-0.9412539005279541
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-04-30,-0.40471386909484863
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-05-31,-0.7240294814109802
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-06-30,-1.0192456245422363
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-07-31,-1.6486866474151611
Delhi_South East_Kalkaji_Okhla DJB WTP,2025-08-31,-1.6658574342727661
Coronation Pillar,2022-12-31,-0.39291173219680786
Coronation Pillar,2023-01-31,-0.47454363107681274
Coronation Pillar,2023-02-28,-0.558945894241333
Coronation Pillar,2023-03-31,-0.9367085695266724
Coronation Pillar,2023-04-30,-0.8708103895187378
Coronation Pillar,2023-05-31,-1.3223530054092407
Coronation Pillar,2023-06-30,-0.9280131459236145
Coronation Pillar,2023-07-31,-1.7380231618881226
Coronation Pillar,2023-08-31,-2.0371198654174805
Coronation Pillar,2023-09-30,-1.624871015548706
Coronation Pillar,2023-10-31,-0.8628090620040894
Coronation Pillar,2023-11-30,-0.3527868390083313
Coronation Pillar,2023-12-31,-0.27965623140335083
Coronation Pillar,2024-01-31,-0.17517460882663727
Coronation Pillar,2024-02-29,-0.6001631021499634
Coronation Pillar,2024-03-31,-0.8434302806854248
Coronation Pillar,2024-04-30,-0.29977524280548096
Coronation Pillar,2024-05-31,-0.26318156719207764
Coronation Pillar,2024-06-30,-0.5895807147026062
Coronation Pillar,2024-07-31,-1.892614483833313
Coronation Pillar,2024-08-31,-1.6831039190292358
Coronation Pillar,2024-09-30,-1.5901093482971191
Coronation Pillar,2024-10-31,-1.2393112182617188
Coronation Pillar,2024-11-30,-0.4759770631790161
Coronation Pillar,2024-12-31,-0.382174015045166
Coronation Pillar,2025-01-31,-0.7457611560821533
Coronation Pillar,2025-02-28,-0.5813395977020264
Coronation Pillar,2025-03-31,-0.8043394088745117
Coronation Pillar,2025-04-30,-0.41958653926849365
Coronation Pillar,2025-05-31,-0.8095195889472961
Coronation Pillar,2025-06-30,-1.1734066009521484
Coronation Pillar,2025-07-31,-1.7159674167633057
Coronation Pillar,2025-08-31,-1.6185625791549683
Bakoli Deep Pz,2022-12-31,-0.5059608221054077
Bakoli Deep Pz,2023-01-31,-0.5356873273849487
Bakoli Deep Pz,2023-02-28,-0.7767986059188843
Bakoli Deep Pz,2023-03-31,-0.9636557698249817
Bakoli Deep Pz,2023-04-30,-1.0311172008514404
Bakoli Deep Pz,2023-05-31,-1.248840570449829
Bakoli Deep Pz,2023-06-30,-0.9311230778694153
Bakoli Deep Pz,2023-07-31,-1.6836528778076172
Bakoli Deep Pz,2023-08-31,-2.1945931911468506
Bakoli Deep Pz,2023-09-30,-1.805635929107666
Bakoli Deep Pz,2023-10-31,-1.050185203552246
Bakoli Deep Pz,2023-11-30,-0.3412618339061737
Bakoli Deep Pz,2023-12-31,-0.2663009762763977
Bakoli Deep Pz,2024-01-31,-0.16530174016952515
Bakoli Deep Pz,2024-02-29,-0.6120095252990723
Bakoli Deep Pz,2024-03-31,-0.9566829800605774
Bakoli Deep Pz,2024-04-30,-0.31067031621932983
Bakoli Deep Pz,2024-05-31,-0.24844178557395935
Bakoli Deep Pz,2024-06-30,-0.5393179655075073
Bakoli Deep Pz,2024-07-31,-1.8201932907104492
Bakoli Deep Pz,2024-08-31,-1.7165864706039429
Bakoli Deep Pz,2024-09-30,-1.6479625701904297
Bakoli Deep Pz,2024-10-31,-1.6246302127838135
Bakoli Deep Pz,2024-11-30,-0.6601758003234863
Bakoli Deep Pz,2024-12-31,-0.41859573125839233
Bakoli Deep Pz,2025-01-31,-0.7275291085243225
Bakoli Deep Pz,2025-02-28,-0.7728786468505859
Bakoli Deep Pz,2025-03-31,-1.0459849834442139
Bakoli Deep Pz,2025-04-30,-0.48091602325439453
Bakoli Deep Pz,2025-05-31,-0.815319836139679
Bakoli Deep Pz,2025-06-30,-1.0433835983276367
Bakoli Deep Pz,2025-07-31,-1.6789542436599731
Bakoli Deep Pz,2025-08-31,-1.658157467842102
Khera Kalan Pz_1,2022-12-31,-0.4674677848815918
Khera Kalan Pz_1,2023-01-31,-0.5102231502532959
Khera Kalan Pz_1,2023-02-28,-0.7492040395736694
Khera Kalan Pz_1,2023-03-31,-0.9220824241638184
Khera Kalan Pz_1,2023-04-30,-0.9536837935447693
Khera Kalan Pz_1,2023-05-31,-1.1418139934539795
Khera Kalan Pz_1,2023-06-30,-0.8593241572380066
Khera Kalan Pz_1,2023-07-31,-1.6570528745651245
Khera Kalan Pz_1,2023-08-31,-2.138462543487549
Khera Kalan Pz_1,2023-09-30,-1.7398393154144287
Khera Kalan Pz_1,2023-10-31,-0.9830377101898193
Khera Kalan Pz_1,2023-11-30,-0.2902165651321411
Khera Kalan Pz_1,2023-12-31,-0.2336377203464508
Khera Kalan Pz_1,2024-01-31,-0.13830506801605225
Khera Kalan Pz_1,2024-02-29,-0.5442758202552795
Khera Kalan Pz_1,2024-03-31,-0.8771155476570129
Khera Kalan Pz_1,2024-04-30,-0.22493627667427063
Khera Kalan Pz_1,2024-05-31,-0.17707860469818115
Khera Kalan Pz_1,2024-06-30,-0.45657646656036377
Khera Kalan Pz_1,2024-07-31,-1.8114075660705566
Khera Kalan Pz_1,2024-08-31,-1.6944000720977783
Khera Kalan Pz_1,2024-09-30,-1.6386253833770752
Khera Kalan Pz_1,2024-10-31,-1.5933780670166016
Khera Kalan Pz_1,2024-11-30,-0.6142833232879639
Khera Kalan Pz_1,2024-12-31,-0.3846636414527893
Khera Kalan Pz_1,2025-01-31,-0.7234394550323486
Khera Kalan Pz_1,2025-02-28,-0.7624242901802063
Khera Kalan Pz_1,2025-03-31,-0.9767171144485474
Khera Kalan Pz_1,2025-04-30,-0.41698622703552246
Khera Kalan Pz_1,2025-05-31,-0.7357984781265259
Khera Kalan Pz_1,2025-06-30,-0.9991276860237122
Khera Kalan Pz_1,2025-07-31,-1.6606147289276123
Khera Kalan Pz_1,2025-08-31,-1.6624736785888672
Delhi North ALIPUR Rohini Sector 28,2022-12-31,-0.4674677848815918
Delhi North ALIPUR Rohini Sector 28,2023-01-31,-0.5102231502532959
Delhi North ALIPUR Rohini Sector 28,2023-02-28,-0.7492040395736694
Delhi North ALIPUR Rohini Sector 28,2023-03-31,-0.9220824241638184
Delhi North ALIPUR Rohini Sector 28,2023-04-30,-0.9536837935447693
Delhi North ALIPUR Rohini Sector 28,2023-05-31,-1.1418139934539795
Delhi North ALIPUR Rohini Sector 28,2023-06-30,-0.8593241572380066
Delhi North ALIPUR Rohini Sector 28,2023-07-31,-1.6570528745651245
Delhi North ALIPUR Rohini Sector 28,2023-08-31,-2.138462543487549
Delhi North ALIPUR Rohini Sector 28,2023-09-30,-1.7398393154144287
Delhi North ALIPUR Rohini Sector 28,2023-10-31,-0.9830377101898193
Delhi North ALIPUR Rohini Sector 28,2023-11-30,-0.2902165651321411
Delhi North ALIPUR Rohini Sector 28,2023-12-31,-0.2336377203464508
Delhi North ALIPUR Rohini Sector 28,2024-01-31,-0.13830506801605225
Delhi North ALIPUR Rohini Sector 28,2024-02-29,-0.5442758202552795
Delhi North ALIPUR Rohini Sector 28,2024-03-31,-0.8771155476570129
Delhi North ALIPUR Rohini Sector 28,2024-04-30,-0.22493627667427063
Delhi North ALIPUR Rohini Sector 28,2024-05-31,-0.17707860469818115
Delhi North ALIPUR Rohini Sector 28,2024-06-30,-0.45657646656036377
Delhi North ALIPUR Rohini Sector 28,2024-07-31,-1.8114075660705566
Delhi North ALIPUR Rohini Sector 28,2024-08-31,-1.6944000720977783
Delhi North ALIPUR Rohini Sector 28,2024-09-30,-1.6386253833770752
Delhi North ALIPUR Rohini Sector 28,2024-10-31,-1.5933780670166016
Delhi North ALIPUR Rohini Sector 28,2024-11-30,-0.6142833232879639
Delhi North ALIPUR Rohini Sector 28,2024-12-31,-0.3846636414527893
Delhi North ALIPUR Rohini Sector 28,2025-01-31,-0.7234394550323486
Delhi North ALIPUR Rohini Sector 28,2025-02-28,-0.7624242901802063
Delhi North ALIPUR Rohini Sector 28,2025-03-31,-0.9767171144485474
Delhi North ALIPUR Rohini Sector 28,2025-04-30,-0.41698622703552246
Delhi North ALIPUR Rohini Sector 28,2025-05-31,-0.7357984781265259
Delhi North ALIPUR Rohini Sector 28,2025-06-30,-0.9991276860237122
Delhi North ALIPUR Rohini Sector 28,2025-07-31,-1.6606147289276123
Delhi North ALIPUR Rohini Sector 28,2025-08-31,-1.6624736785888672
Bawana DJB JE Store,2022-12-31,-0.4503558278083801
Bawana DJB JE Store,2023-01-31,-0.49154308438301086
Bawana DJB JE Store,2023-02-28,-0.7340661287307739
Bawana DJB JE Store,2023-03-31,-0.9022701978683472
Bawana DJB JE Store,2023-04-30,-0.9266484379768372
Bawana DJB JE Store,2023-05-31,-1.0980883836746216
Bawana DJB JE Store,2023-06-30,-0.8465375900268555
Bawana DJB JE Store,2023-07-31,-1.6265255212783813
Bawana DJB JE Store,2023-08-31,-2.0826101303100586
Bawana DJB JE Store,2023-09-30,-1.7109549045562744
Bawana DJB JE Store,2023-10-31,-1.0166802406311035
Bawana DJB JE Store,2023-11-30,-0.2932209074497223
Bawana DJB JE Store,2023-12-31,-0.22868385910987854
Bawana DJB JE Store,2024-01-31,-0.13614985346794128
Bawana DJB JE Store,2024-02-29,-0.47031694650650024
Bawana DJB JE Store,2024-03-31,-0.810638427734375
Bawana DJB JE Store,2024-04-30,-0.18559089303016663
Bawana DJB JE Store,2024-05-31,-0.16390103101730347
Bawana DJB JE Store,2024-06-30,-0.43752679228782654
Bawana DJB JE Store,2024-07-31,-1.8066215515136719
Bawana DJB JE Store,2024-08-31,-1.6734707355499268
Bawana DJB JE Store,2024-09-30,-1.6241055727005005
Bawana DJB JE Store,2024-10-31,-1.5567560195922852
Bawana DJB JE Store,2024-11-30,-0.5974920988082886
Bawana DJB JE Store,2024-12-31,-0.3746393918991089
Bawana DJB JE Store,2025-01-31,-0.7130950093269348
Bawana DJB JE Store,2025-02-28,-0.7580608129501343
Bawana DJB JE Store,2025-03-31,-0.9412539005279541
Bawana DJB JE Store,2025-04-30,-0.40471386909484863
Bawana DJB JE Store,2025-05-31,-0.7240294814109802
Bawana DJB JE Store,2025-06-30,-1.0192456245422363
Bawana DJB JE Store,2025-07-31,-1.6486866474151611
Bawana DJB JE Store,2025-08-31,-1.6658574342727661
Palla Temple_1,2022-12-31,-0.5059608221054077
Palla Temple_1,2023-01-31,-0.5356873273849487
Palla Temple_1,2023-02-28,-0.7767986059188843
Palla Temple_1,2023-03-31,-0.9636557698249817
Palla Temple_1,2023-04-30,-1.0311172008514404
Palla Temple_1,2023-05-31,-1.248840570449829
Palla Temple_1,2023-06-30,-0.9311230778694153
Palla Temple_1,2023-07-31,-1.6836528778076172
Palla Temple_1,2023-08-31,-2.1945931911468506
Palla Temple_1,2023-09-30,-1.805635929107666
Palla Temple_1,2023-10-31,-1.050185203552246
Palla Temple_1,2023-11-30,-0.3412618339061737
Palla Temple_1,2023-12-31,-0.2663009762763977
Palla Temple_1,2024-01-31,-0.16530174016952515
Palla Temple_1,2024-02-29,-0.6120095252990723
Palla Temple_1,2024-03-31,-0.9566829800605774
Palla Temple_1,2024-04-30,-0.31067031621932983
Palla Temple_1,2024-05-31,-0.24844178557395935
Palla Temple_1,2024-06-30,-0.5393179655075073
Palla Temple_1,2024-07-31,-1.8201932907104492
Palla Temple_1,2024-08-31,-1.7165864706039429
Palla Temple_1,2024-09-30,-1.6479625701904297
Palla Temple_1,2024-10-31,-1.6246302127838135
Palla Temple_1,2024-11-30,-0.6601758003234863
Palla Temple_1,2024-12-31,-0.41859573125839233
Palla Temple_1,2025-01-31,-0.7275291085243225
Palla Temple_1,2025-02-28,-0.7728786468505859
Palla Temple_1,2025-03-31,-1.0459849834442139
Palla Temple_1,2025-04-30,-0.48091602325439453
Palla Temple_1,2025-05-31,-0.815319836139679
Palla Temple_1,2025-06-30,-1.0433835983276367
Palla Temple_1,2025-07-31,-1.6789542436599731
Palla Temple_1,2025-08-31,-1.658157467842102
Narela DJB WTP,2022-12-31,-0.4674677848815918
Narela DJB WTP,2023-01-31,-0.5102231502532959
Narela DJB WTP,2023-02-28,-0.7492040395736694
Narela DJB WTP,2023-03-31,-0.9220824241638184
Narela DJB WTP,2023-04-30,-0.9536837935447693
Narela DJB WTP,2023-05-31,-1.1418139934539795
Narela DJB WTP,2023-06-30,-0.8593241572380066
Narela DJB WTP,2023-07-31,-1.6570528745651245
Narela DJB WTP,2023-08-31,-2.138462543487549
Narela DJB WTP,2023-09-30,-1.7398393154144287
Narela DJB WTP,2023-10-31,-0.9830377101898193
Narela DJB WTP,2023-11-30,-0.2902165651321411
Narela DJB WTP,2023-12-31,-0.2336377203464508
Narela DJB WTP,2024-01-31,-0.13830506801605225
Narela DJB WTP,2024-02-29,-0.5442758202552795
Narela DJB WTP,2024-03-31,-0.8771155476570129
Narela DJB WTP,2024-04-30,-0.22493627667427063
Narela DJB WTP,2024-05-31,-0.17707860469818115
Narela DJB WTP,2024-06-30,-0.45657646656036377
Narela DJB WTP,2024-07-31,-1.8114075660705566
Narela DJB WTP,2024-08-31,-1.6944000720977783
Narela DJB WTP,2024-09-30,-1.6386253833770752
Narela DJB WTP,2024-10-31,-1.5933780670166016
Narela DJB WTP,2024-11-30,-0.6142833232879639
Narela DJB WTP,2024-12-31,-0.3846636414527893
Narela DJB WTP,2025-01-31,-0.7234394550323486
Narela DJB WTP,2025-02-28,-0.7624242901802063
Narela DJB WTP,2025-03-31,-0.9767171144485474
Narela DJB WTP,2025-04-30,-0.41698622703552246
Narela DJB WTP,2025-05-31,-0.7357984781265259
Narela DJB WTP,2025-06-30,-0.9991276860237122
Narela DJB WTP,2025-07-31,-1.6606147289276123
Narela DJB WTP,2025-08-31,-1.6624736785888672
Tiggipur Deep Pz_1,2022-12-31,-0.5059608221054077
Tiggipur Deep Pz_1,2023-01-31,-0.5356873273849487
Tiggipur Deep Pz_1,2023-02-28,-0.7767986059188843
Tiggipur Deep Pz_1,2023-03-31,-0.9636557698249817
Tiggipur Deep Pz_1,2023-04-30,-1.0311172008514404
Tiggipur Deep Pz_1,2023-05-31,-1.248840570449829
Tiggipur Deep Pz_1,2023-06-30,-0.9311230778694153
Tiggipur Deep Pz_1,2023-07-31,-1.6836528778076172
Tiggipur Deep Pz_1,2023-08-31,-2.1945931911468506
Tiggipur Deep Pz_1,2023-09-30,-1.805635929107666
Tiggipur Deep Pz_1,2023-10-31,-1.050185203552246
Tiggipur Deep Pz_1,2023-11-30,-0.3412618339061737
Tiggipur Deep Pz_1,2023-12-31,-0.2663009762763977
Tiggipur Deep Pz_1,2024-01-31,-0.16530174016952515
Tiggipur Deep Pz_1,2024-02-29,-0.6120095252990723
Tiggipur Deep Pz_1,2024-03-31,-0.9566829800605774
Tiggipur Deep Pz_1,2024-04-30,-0.31067031621932983
Tiggipur Deep Pz_1,2024-05-31,-0.24844178557395935
Tiggipur Deep Pz_1,2024-06-30,-0.5393179655075073
Tiggipur Deep Pz_1,2024-07-31,-1.8201932907104492
Tiggipur Deep Pz_1,2024-08-31,-1.7165864706039429
Tiggipur Deep Pz_1,2024-09-30,-1.6479625701904297
Tiggipur Deep Pz_1,2024-10-31,-1.6246302127838135
Tiggipur Deep Pz_1,2024-11-30,-0.6601758003234863
Tiggipur Deep Pz_1,2024-12-31,-0.41859573125839233
Tiggipur Deep Pz_1,2025-01-31,-0.7275291085243225
Tiggipur Deep Pz_1,2025-02-28,-0.7728786468505859
Tiggipur Deep Pz_1,2025-03-31,-1.0459849834442139
Tiggipur Deep Pz_1,2025-04-30,-0.48091602325439453
Tiggipur Deep Pz_1,2025-05-31,-0.815319836139679
Tiggipur Deep Pz_1,2025-06-30,-1.0433835983276367
Tiggipur Deep Pz_1,2025-07-31,-1.6789542436599731
Tiggipur Deep Pz_1,2025-08-31,-1.658157467842102
Bakolishallow,2022-12-31,-0.5059608221054077
Bakolishallow,2023-01-31,-0.5356873273849487
Bakolishallow,2023-02-28,-0.7767986059188843
Bakolishallow,2023-03-31,-0.9636557698249817
Bakolishallow,2023-04-30,-1.0311172008514404
