stationName,Month,Monthly_Total_Rain
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-05-31,1.0045136213302612
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-06-30,0.4081459641456604
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-07-31,3.501626968383789
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-08-31,1.3520119190216064
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-09-30,2.733229160308838
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-10-31,0.9489595293998718
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-11-30,0.001088657765649259
Delhi Central CIVIL LINES Jagatpur Pz 1,2021-12-31,0.14072754979133606
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-01-31,0.9707832336425781
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-02-28,0.5636651515960693
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-03-31,0.0499756783246994
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-04-30,0.018192540854215622
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-05-31,0.37156370282173157
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-06-30,1.0253208875656128
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-07-31,2.434093475341797
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-08-31,1.2601429224014282
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-09-30,2.3339266777038574
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-10-31,1.7134912014007568
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-11-30,0.038875218480825424
Delhi Central CIVIL LINES Jagatpur Pz 1,2022-12-31,0.0010720986174419522
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-01-31,0.37959420680999756
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-02-28,0.009760706685483456
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-03-31,0.8003767132759094
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-04-30,0.22913417220115662
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-05-31,1.0073542594909668
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-06-30,1.19827139377594
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-07-31,3.2446465492248535
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-08-31,0.6413880586624146
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-09-30,1.0410487651824951
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-10-31,0.06236220896244049
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-11-30,0.1239304393529892
Delhi Central CIVIL LINES Jagatpur Pz 1,2023-12-31,0.010273762047290802
Khela Ghat Bhela road_1,2020-01-31,0.9883995652198792
Khela Ghat Bhela road_1,2020-02-29,1.371781349182129
Khela Ghat Bhela road_1,2020-03-31,1.195881724357605
Khela Ghat Bhela road_1,2020-04-30,0.2648019790649414
Khela Ghat Bhela road_1,2020-05-31,0.5936616063117981
Khela Ghat Bhela road_1,2020-06-30,0.36674395203590393
Khela Ghat Bhela road_1,2020-07-31,1.4867507219314575
Khela Ghat Bhela road_1,2020-08-31,2.1491217613220215
Khela Ghat Bhela road_1,2020-09-30,0.5915157198905945
Khela Ghat Bhela road_1,2020-10-31,0.0002971224603243172
Khela Ghat Bhela road_1,2020-11-30,0.2434059977531433
Khela Ghat Bhela road_1,2020-12-31,0.028941914439201355
Khela Ghat Bhela road_1,2021-01-31,0.5015720725059509
Khela Ghat Bhela road_1,2021-02-28,0.09201747179031372
Khela Ghat Bhela road_1,2021-03-31,0.08986176550388336
Khela Ghat Bhela road_1,2021-04-30,0.07602587342262268
Khela Ghat Bhela road_1,2021-05-31,1.0045136213302612
Khela Ghat Bhela road_1,2021-06-30,0.4081459641456604
Khela Ghat Bhela road_1,2021-07-31,3.501626968383789
Khela Ghat Bhela road_1,2021-08-31,1.3520119190216064
Khela Ghat Bhela road_1,2021-09-30,2.733229160308838
Khela Ghat Bhela road_1,2021-10-31,0.9489595293998718
Khela Ghat Bhela road_1,2021-11-30,0.001088657765649259
Khela Ghat Bhela road_1,2021-12-31,0.14072754979133606
Khela Ghat Bhela road_1,2022-01-31,0.9707832336425781
Khela Ghat Bhela road_1,2022-02-28,0.5636651515960693
Khela Ghat Bhela road_1,2022-03-31,0.0499756783246994
Khela Ghat Bhela road_1,2022-04-30,0.018192540854215622
Khela Ghat Bhela road_1,2022-05-31,0.37156370282173157
Khela Ghat Bhela road_1,2022-06-30,1.0253208875656128
Khela Ghat Bhela road_1,2022-07-31,2.434093475341797
Khela Ghat Bhela road_1,2022-08-31,1.2601429224014282
Khela Ghat Bhela road_1,2022-09-30,2.3339266777038574
Khela Ghat Bhela road_1,2022-10-31,1.7134912014007568
Khela Ghat Bhela road_1,2022-11-30,0.038875218480825424
Khela Ghat Bhela road_1,2022-12-31,0.0010720986174419522
Khela Ghat Bhela road_1,2023-01-31,0.37959420680999756
Khela Ghat Bhela road_1,2023-02-28,0.009760706685483456
Khela Ghat Bhela road_1,2023-03-31,0.8003767132759094
Khela Ghat Bhela road_1,2023-04-30,0.22913417220115662
Khela Ghat Bhela road_1,2023-05-31,1.0073542594909668
Khela Ghat Bhela road_1,2023-06-30,1.19827139377594
