stationName,Month,Monthly_Mean_Pressure
Delhi North NARELA Barwala Pz,2023-11-30,99110.3984375
Delhi North NARELA Barwala Pz,2023-12-31,99265.4609375
Bawana DJB JE Store,2020-01-31,99177.3984375
Bawana DJB JE Store,2020-02-29,99136.3203125
Bawana DJB JE Store,2020-03-31,98769.4765625
Bawana DJB JE Store,2020-04-30,98454.390625
Bawana DJB JE Store,2020-05-31,97965.8203125
Bawana DJB JE Store,2020-06-30,97577.4296875
Bawana DJB JE Store,2020-07-31,97529.1640625
Bawana DJB JE Store,2020-08-31,97503.9921875
Bawana DJB JE Store,2020-09-30,97891.0234375
Bawana DJB JE Store,2020-10-31,98370.9921875
Bawana DJB JE Store,2020-11-30,99117.5859375
Bawana DJB JE Store,2020-12-31,99127.6796875
Bawana DJB JE Store,2021-01-31,99043.515625
Bawana DJB JE Store,2021-02-28,98948.890625
Bawana DJB JE Store,2021-03-31,98575.1640625
Bawana DJB JE Store,2021-04-30,98353.7421875
Bawana DJB JE Store,2021-05-31,97947.546875
Bawana DJB JE Store,2021-06-30,97560.0859375
Bawana DJB JE Store,2021-07-31,97450.21875
Bawana DJB JE Store,2021-08-31,97700.6484375
Bawana DJB JE Store,2021-09-30,98031.125
Bawana DJB JE Store,2021-10-31,98442.453125
Bawana DJB JE Store,2021-11-30,98882.1015625
Bawana DJB JE Store,2021-12-31,99294.6328125
Bawana DJB JE Store,2022-01-31,99080.5625
Bawana DJB JE Store,2022-02-28,98815.4140625
Bawana DJB JE Store,2022-03-31,98484.4921875
Bawana DJB JE Store,2022-04-30,98055.3125
Bawana DJB JE Store,2022-05-31,97608.515625
Bawana DJB JE Store,2022-06-30,97481.15625
Bawana DJB JE Store,2022-07-31,97630.40625
Bawana DJB JE Store,2022-08-31,97705.046875
Bawana DJB JE Store,2022-09-30,98001.734375
Bawana DJB JE Store,2022-10-31,98635.5625
Bawana DJB JE Store,2022-11-30,98950.9453125
Bawana DJB JE Store,2022-12-31,99047.71875
Bawana DJB JE Store,2023-01-31,99254.453125
Bawana DJB JE Store,2023-02-28,98910.5
Bawana DJB JE Store,2023-03-31,98770.5703125
Bawana DJB JE Store,2023-04-30,98398.4765625
Bawana DJB JE Store,2023-05-31,98112.0234375
Bawana DJB JE Store,2023-06-30,97649.625
Bawana DJB JE Store,2023-07-31,97624.09375
Bawana DJB JE Store,2023-08-31,97667.890625
Bawana DJB JE Store,2023-09-30,97972.765625
Bawana DJB JE Store,2023-10-31,98666.65625
Bawana DJB JE Store,2023-11-30,99077.078125
Bawana DJB JE Store,2023-12-31,99232.4296875
Hiranki Village Pz_1,2020-01-31,99211.421875
Hiranki Village Pz_1,2020-02-29,99171.6640625
Hiranki Village Pz_1,2020-03-31,98805.8359375
Hiranki Village Pz_1,2020-04-30,98490.78125
Hiranki Village Pz_1,2020-05-31,98005.90625
Hiranki Village Pz_1,2020-06-30,97618.796875
Hiranki Village Pz_1,2020-07-31,97571.28125
Hiranki Village Pz_1,2020-08-31,97545.5703125
Hiranki Village Pz_1,2020-09-30,97928.15625
Hiranki Village Pz_1,2020-10-31,98406.6015625
Hiranki Village Pz_1,2020-11-30,99152.2109375
Hiranki Village Pz_1,2020-12-31,99162.109375
Hiranki Village Pz_1,2021-01-31,99079.0546875
Hiranki Village Pz_1,2021-02-28,98983.9140625
Hiranki Village Pz_1,2021-03-31,98609.6015625
Hiranki Village Pz_1,2021-04-30,98385.296875
Hiranki Village Pz_1,2021-05-31,97989.3984375
Hiranki Village Pz_1,2021-06-30,97601.2890625
Hiranki Village Pz_1,2021-07-31,97490.8046875
Hiranki Village Pz_1,2021-08-31,97739.4375
Hiranki Village Pz_1,2021-09-30,98070.6640625
Hiranki Village Pz_1,2021-10-31,98477.375
Hiranki Village Pz_1,2021-11-30,98919.1640625
Hiranki Village Pz_1,2021-12-31,99329.7109375
Hiranki Village Pz_1,2022-01-31,99117.5703125
Hiranki Village Pz_1,2022-02-28,98853.765625
Hiranki Village Pz_1,2022-03-31,98517.6953125
Hiranki Village Pz_1,2022-04-30,98090.4453125
Hiranki Village Pz_1,2022-05-31,97654.515625
Hiranki Village Pz_1,2022-06-30,97518.140625
Hiranki Village Pz_1,2022-07-31,97670.78125
Hiranki Village Pz_1,2022-08-31,97742.625
Hiranki Village Pz_1,2022-09-30,98027.0234375
Hiranki Village Pz_1,2022-10-31,98659.5078125
Hiranki Village Pz_1,2022-11-30,98973.453125
Hiranki Village Pz_1,2022-12-31,99067.046875
Hiranki Village Pz_1,2023-01-31,99276.2890625
Hiranki Village Pz_1,2023-02-28,98930.90625
Hiranki Village Pz_1,2023-03-31,98793.78125
Hiranki Village Pz_1,2023-04-30,98421.390625
Hiranki Village Pz_1,2023-05-31,98136.5625
Hiranki Village Pz_1,2023-06-30,97672.4453125
Hiranki Village Pz_1,2023-07-31,97653.546875
Hiranki Village Pz_1,2023-08-31,97692.21875
Hiranki Village Pz_1,2023-09-30,97998.046875
Hiranki Village Pz_1,2023-10-31,98688.578125
Hiranki Village Pz_1,2023-11-30,99100.4140625
Hiranki Village Pz_1,2023-12-31,99254.1953125
Alipur Garhi Pz_1,2020-01-31,99220.1640625
Alipur Garhi Pz_1,2020-02-29,99179.5078125
Alipur Garhi Pz_1,2020-03-31,98812.6796875
Alipur Garhi Pz_1,2020-04-30,98496.9921875
Alipur Garhi Pz_1,2020-05-31,98009.78125
Alipur Garhi Pz_1,2020-06-30,97621.7109375
Alipur Garhi Pz_1,2020-07-31,97573.8046875
Alipur Garhi Pz_1,2020-08-31,97548.484375
Alipur Garhi Pz_1,2020-09-30,97933.390625
Alipur Garhi Pz_1,2020-10-31,98413.203125
Alipur Garhi Pz_1,2020-11-30,99160.125
Alipur Garhi Pz_1,2020-12-31,99170.5390625
Alipur Garhi Pz_1,2021-01-31,99086.9921875
Alipur Garhi Pz_1,2021-02-28,98991.6796875
Alipur Garhi Pz_1,2021-03-31,98617.109375
Alipur Garhi Pz_1,2021-04-30,98393.796875
Alipur Garhi Pz_1,2021-05-31,97992.390625
Alipur Garhi Pz_1,2021-06-30,97604.265625
Alipur Garhi Pz_1,2021-07-31,97494.0625
Alipur Garhi Pz_1,2021-08-31,97743.734375
Alipur Garhi Pz_1,2021-09-30,98074.890625
Alipur Garhi Pz_1,2021-10-31,98484.34375
Alipur Garhi Pz_1,2021-11-30,98925.765625
Alipur Garhi Pz_1,2021-12-31,99337.8515625
Alipur Garhi Pz_1,2022-01-31,99124.8046875
Alipur Garhi Pz_1,2022-02-28,98859.96875
Alipur Garhi Pz_1,2022-03-31,98525.734375
Alipur Garhi Pz_1,2022-04-30,98096.9140625
Alipur Garhi Pz_1,2022-05-31,97655.2265625
Alipur Garhi Pz_1,2022-06-30,97523.1796875
Alipur Garhi Pz_1,2022-07-31,97674.28125
Alipur Garhi Pz_1,2022-08-31,97747.625
Alipur Garhi Pz_1,2022-09-30,98035.1796875
Alipur Garhi Pz_1,2022-10-31,98668.859375
Alipur Garhi Pz_1,2022-11-30,98984.0
Alipur Garhi Pz_1,2022-12-31,99079.6328125
Alipur Garhi Pz_1,2023-01-31,99287.8359375
Alipur Garhi Pz_1,2023-02-28,98942.6875
Alipur Garhi Pz_1,2023-03-31,98803.765625
Alipur Garhi Pz_1,2023-04-30,98431.1640625
Alipur Garhi Pz_1,2023-05-31,98145.1640625
Alipur Garhi Pz_1,2023-06-30,97681.65625
Alipur Garhi Pz_1,2023-07-31,97659.421875
Alipur Garhi Pz_1,2023-08-31,97700.578125
Alipur Garhi Pz_1,2023-09-30,98006.109375
Alipur Garhi Pz_1,2023-10-31,98698.7734375
Alipur Garhi Pz_1,2023-11-30,99110.3984375
Alipur Garhi Pz_1,2023-12-31,99265.4609375
Singhu Village Pz_1,2020-01-31,99245.859375
Singhu Village Pz_1,2020-02-29,99204.3671875
Singhu Village Pz_1,2020-03-31,98838.0625
Singhu Village Pz_1,2020-04-30,98522.1328125
Singhu Village Pz_1,2020-05-31,98035.546875
Singhu Village Pz_1,2020-06-30,97647.4453125
Singhu Village Pz_1,2020-07-31,97600.0625
Singhu Village Pz_1,2020-08-31,97576.4921875
Singhu Village Pz_1,2020-09-30,97958.265625
Singhu Village Pz_1,2020-10-31,98438.515625
Singhu Village Pz_1,2020-11-30,99185.3671875
Singhu Village Pz_1,2020-12-31,99195.1796875
Singhu Village Pz_1,2021-01-31,99112.1328125
Singhu Village Pz_1,2021-02-28,99016.984375
Singhu Village Pz_1,2021-03-31,98641.7421875
Singhu Village Pz_1,2021-04-30,98419.0234375
Singhu Village Pz_1,2021-05-31,98018.7734375
Singhu Village Pz_1,2021-06-30,97630.4765625
Singhu Village Pz_1,2021-07-31,97520.40625
Singhu Village Pz_1,2021-08-31,97768.8828125
Singhu Village Pz_1,2021-09-30,98103.7109375
Singhu Village Pz_1,2021-10-31,98508.390625
Singhu Village Pz_1,2021-11-30,98950.0859375
Singhu Village Pz_1,2021-12-31,99362.75
Singhu Village Pz_1,2022-01-31,99149.8203125
Singhu Village Pz_1,2022-02-28,98885.890625
Singhu Village Pz_1,2022-03-31,98549.0546875
Singhu Village Pz_1,2022-04-30,98120.8671875
Singhu Village Pz_1,2022-05-31,97682.9921875
Singhu Village Pz_1,2022-06-30,97547.5078125
Singhu Village Pz_1,2022-07-31,97702.6640625
Singhu Village Pz_1,2022-08-31,97774.1953125
Singhu Village Pz_1,2022-09-30,98056.9296875
Singhu Village Pz_1,2022-10-31,98688.3984375
Singhu Village Pz_1,2022-11-30,99002.15625
Singhu Village Pz_1,2022-12-31,99096.828125
Singhu Village Pz_1,2023-01-31,99307.265625
Singhu Village Pz_1,2023-02-28,98960.4453125
Singhu Village Pz_1,2023-03-31,98823.1796875
Singhu Village Pz_1,2023-04-30,98450.3984375
Singhu Village Pz_1,2023-05-31,98164.8203125
Singhu Village Pz_1,2023-06-30,97699.703125
Singhu Village Pz_1,2023-07-31,97681.0546875
Singhu Village Pz_1,2023-08-31,97717.046875
Singhu Village Pz_1,2023-09-30,98027.046875
Singhu Village Pz_1,2023-10-31,98718.28125
Singhu Village Pz_1,2023-11-30,99130.21875
Singhu Village Pz_1,2023-12-31,99285.0234375
Delhi North East SEELAM PUR Ushmanpur Pz,2020-01-31,99192.625
Delhi North East SEELAM PUR Ushmanpur Pz,2020-02-29,99153.4609375
Delhi North East SEELAM PUR Ushmanpur Pz,2020-03-31,98787.7734375
Delhi North East SEELAM PUR Ushmanpur Pz,2020-04-30,98472.3984375
Delhi North East SEELAM PUR Ushmanpur Pz,2020-05-31,97987.5078125
Delhi North East SEELAM PUR Ushmanpur Pz,2020-06-30,97601.2421875
Delhi North East SEELAM PUR Ushmanpur Pz,2020-07-31,97554.7109375
Delhi North East SEELAM PUR Ushmanpur Pz,2020-08-31,97527.3984375
Delhi North East SEELAM PUR Ushmanpur Pz,2020-09-30,97912.421875
Delhi North East SEELAM PUR Ushmanpur Pz,2020-10-31,98388.75
Delhi North East SEELAM PUR Ushmanpur Pz,2020-11-30,99133.390625
Delhi North East SEELAM PUR Ushmanpur Pz,2020-12-31,99143.546875
Delhi North East SEELAM PUR Ushmanpur Pz,2021-01-31,99060.5078125
Delhi North East SEELAM PUR Ushmanpur Pz,2021-02-28,98965.1796875
Delhi North East SEELAM PUR Ushmanpur Pz,2021-03-31,98590.96875
Delhi North East SEELAM PUR Ushmanpur Pz,2021-04-30,98365.71875
Delhi North East SEELAM PUR Ushmanpur Pz,2021-05-31,97970.734375
Delhi North East SEELAM PUR Ushmanpur Pz,2021-06-30,97583.4921875
Delhi North East SEELAM PUR Ushmanpur Pz,2021-07-31,97474.0234375
Delhi North East SEELAM PUR Ushmanpur Pz,2021-08-31,97723.859375
Delhi North East SEELAM PUR Ushmanpur Pz,2021-09-30,98050.703125
Delhi North East SEELAM PUR Ushmanpur Pz,2021-10-31,98461.25
Delhi North East SEELAM PUR Ushmanpur Pz,2021-11-30,98901.078125
Delhi North East SEELAM PUR Ushmanpur Pz,2021-12-31,99310.6875
Delhi North East SEELAM PUR Ushmanpur Pz,2022-01-31,99099.5234375
Delhi North East SEELAM PUR Ushmanpur Pz,2022-02-28,98835.1640625
Delhi North East SEELAM PUR Ushmanpur Pz,2022-03-31,98500.7109375
Delhi North East SEELAM PUR Ushmanpur Pz,2022-04-30,98073.234375
Delhi North East SEELAM PUR Ushmanpur Pz,2022-05-31,97634.6640625
Delhi North East SEELAM PUR Ushmanpur Pz,2022-06-30,97501.8203125
Delhi North East SEELAM PUR Ushmanpur Pz,2022-07-31,97651.96875
Delhi North East SEELAM PUR Ushmanpur Pz,2022-08-31,97725.09375
Delhi North East SEELAM PUR Ushmanpur Pz,2022-09-30,98015.640625
Delhi North East SEELAM PUR Ushmanpur Pz,2022-10-31,98649.4609375
Delhi North East SEELAM PUR Ushmanpur Pz,2022-11-30,98963.96875
Delhi North East SEELAM PUR Ushmanpur Pz,2022-12-31,99057.6953125
Delhi North East SEELAM PUR Ushmanpur Pz,2023-01-31,99265.3359375
Delhi North East SEELAM PUR Ushmanpur Pz,2023-02-28,98921.7578125
Delhi North East SEELAM PUR Ushmanpur Pz,2023-03-31,98782.8359375
Delhi North East SEELAM PUR Ushmanpur Pz,2023-04-30,98410.7578125
Delhi North East SEELAM PUR Ushmanpur Pz,2023-05-31,98126.484375
Delhi North East SEELAM PUR Ushmanpur Pz,2023-06-30,97663.890625
Delhi North East SEELAM PUR Ushmanpur Pz,2023-07-31,97643.203125
Delhi North East SEELAM PUR Ushmanpur Pz,2023-08-31,97687.203125
Delhi North East SEELAM PUR Ushmanpur Pz,2023-09-30,97988.0703125
Delhi North East SEELAM PUR Ushmanpur Pz,2023-10-31,98679.4609375
Delhi North East SEELAM PUR Ushmanpur Pz,2023-11-30,99089.640625
Delhi North East SEELAM PUR Ushmanpur Pz,2023-12-31,99243.7421875
Sonia Vihar_1,2020-01-31,99192.625
Sonia Vihar_1,2020-02-29,99153.4609375
Sonia Vihar_1,2020-03-31,98787.7734375
Sonia Vihar_1,2020-04-30,98472.3984375
Sonia Vihar_1,2020-05-31,97987.5078125
Sonia Vihar_1,2020-06-30,97601.2421875
Sonia Vihar_1,2020-07-31,97554.7109375
Sonia Vihar_1,2020-08-31,97527.3984375
Sonia Vihar_1,2020-09-30,97912.421875
Sonia Vihar_1,2020-10-31,98388.75
Sonia Vihar_1,2020-11-30,99133.390625
Sonia Vihar_1,2020-12-31,99143.546875
Sonia Vihar_1,2021-01-31,99060.5078125
Sonia Vihar_1,2021-02-28,98965.1796875
Sonia Vihar_1,2021-03-31,98590.96875
Sonia Vihar_1,2021-04-30,98365.71875
Sonia Vihar_1,2021-05-31,97970.734375
Sonia Vihar_1,2021-06-30,97583.4921875
Sonia Vihar_1,2021-07-31,97474.0234375
Sonia Vihar_1,2021-08-31,97723.859375
Sonia Vihar_1,2021-09-30,98050.703125
Sonia Vihar_1,2021-10-31,98461.25
Sonia Vihar_1,2021-11-30,98901.078125
Sonia Vihar_1,2021-12-31,99310.6875
Sonia Vihar_1,2022-01-31,99099.5234375
Sonia Vihar_1,2022-02-28,98835.1640625
Sonia Vihar_1,2022-03-31,98500.7109375
Sonia Vihar_1,2022-04-30,98073.234375
Sonia Vihar_1,2022-05-31,97634.6640625
Sonia Vihar_1,2022-06-30,97501.8203125
Sonia Vihar_1,2022-07-31,97651.96875
Sonia Vihar_1,2022-08-31,97725.09375
Sonia Vihar_1,2022-09-30,98015.640625
Sonia Vihar_1,2022-10-31,98649.4609375
Sonia Vihar_1,2022-11-30,98963.96875
Sonia Vihar_1,2022-12-31,99057.6953125
Sonia Vihar_1,2023-01-31,99265.3359375
Sonia Vihar_1,2023-02-28,98921.7578125
Sonia Vihar_1,2023-03-31,98782.8359375
Sonia Vihar_1,2023-04-30,98410.7578125
Sonia Vihar_1,2023-05-31,98126.484375
Sonia Vihar_1,2023-06-30,97663.890625
Sonia Vihar_1,2023-07-31,97643.203125
Sonia Vihar_1,2023-08-31,97687.203125
Sonia Vihar_1,2023-09-30,97988.0703125
Sonia Vihar_1,2023-10-31,98679.4609375
Sonia Vihar_1,2023-11-30,99089.640625
Sonia Vihar_1,2023-12-31,99243.7421875
Gokulpuri E Pz,2020-01-31,99190.5625
Gokulpuri E Pz,2020-02-29,99151.8828125
Gokulpuri E Pz,2020-03-31,98787.3359375
Gokulpuri E Pz,2020-04-30,98472.21875
Gokulpuri E Pz,2020-05-31,97989.7421875
Gokulpuri E Pz,2020-06-30,97604.65625
Gokulpuri E Pz,2020-07-31,97558.65625
Gokulpuri E Pz,2020-08-31,97530.90625
Gokulpuri E Pz,2020-09-30,97913.4453125
Gokulpuri E Pz,2020-10-31,98388.6015625
Gokulpuri E Pz,2020-11-30,99132.15625
Gokulpuri E Pz,2020-12-31,99141.71875
Gokulpuri E Pz,2021-01-31,99059.171875
Gokulpuri E Pz,2021-02-28,98963.7890625
Gokulpuri E Pz,2021-03-31,98589.6015625
Gokulpuri E Pz,2021-04-30,98363.46875
Gokulpuri E Pz,2021-05-31,97974.171875
Gokulpuri E Pz,2021-06-30,97586.9296875
Gokulpuri E Pz,2021-07-31,97477.25
Gokulpuri E Pz,2021-08-31,97725.9921875
Gokulpuri E Pz,2021-09-30,98052.890625
Gokulpuri E Pz,2021-10-31,98460.5625
Gokulpuri E Pz,2021-11-30,98900.7890625
Gokulpuri E Pz,2021-12-31,99308.96875
Gokulpuri E Pz,2022-01-31,99098.9453125
Gokulpuri E Pz,2022-02-28,98835.5234375
Gokulpuri E Pz,2022-03-31,98498.8046875
Gokulpuri E Pz,2022-04-30,98072.8671875
Gokulpuri E Pz,2022-05-31,97639.9375
Gokulpuri E Pz,2022-06-30,97503.0078125
Gokulpuri E Pz,2022-07-31,97654.9765625
Gokulpuri E Pz,2022-08-31,97726.5625
Gokulpuri E Pz,2022-09-30,98020.1796875
Gokulpuri E Pz,2022-10-31,98653.046875
Gokulpuri E Pz,2022-11-30,98966.375
Gokulpuri E Pz,2022-12-31,99058.28125
Gokulpuri E Pz,2023-01-31,99267.1171875
Gokulpuri E Pz,2023-02-28,98922.859375
Gokulpuri E Pz,2023-03-31,98785.734375
Gokulpuri E Pz,2023-04-30,98413.5078125
Gokulpuri E Pz,2023-05-31,98130.625
Gokulpuri E Pz,2023-06-30,97666.96875
Gokulpuri E Pz,2023-07-31,97650.0234375
Gokulpuri E Pz,2023-08-31,97691.609375
Gokulpuri E Pz,2023-09-30,97992.8671875
Gokulpuri E Pz,2023-10-31,98682.546875
Gokulpuri E Pz,2023-11-30,99093.046875
Gokulpuri E Pz,2023-12-31,99245.90625
Sonia Vihar WTP,2020-01-31,99192.625
Sonia Vihar WTP,2020-02-29,99153.4609375
Sonia Vihar WTP,2020-03-31,98787.7734375
Sonia Vihar WTP,2020-04-30,98472.3984375
Sonia Vihar WTP,2020-05-31,97987.5078125
Sonia Vihar WTP,2020-06-30,97601.2421875
Sonia Vihar WTP,2020-07-31,97554.7109375
Sonia Vihar WTP,2020-08-31,97527.3984375
Sonia Vihar WTP,2020-09-30,97912.421875
Sonia Vihar WTP,2020-10-31,98388.75
Sonia Vihar WTP,2020-11-30,99133.390625
Sonia Vihar WTP,2020-12-31,99143.546875
Sonia Vihar WTP,2021-01-31,99060.5078125
Sonia Vihar WTP,2021-02-28,98965.1796875
Sonia Vihar WTP,2021-03-31,98590.96875
Sonia Vihar WTP,2021-04-30,98365.71875
Sonia Vihar WTP,2021-05-31,97970.734375
Sonia Vihar WTP,2021-06-30,97583.4921875
Sonia Vihar WTP,2021-07-31,97474.0234375
Sonia Vihar WTP,2021-08-31,97723.859375
Sonia Vihar WTP,2021-09-30,98050.703125
Sonia Vihar WTP,2021-10-31,98461.25
Sonia Vihar WTP,2021-11-30,98901.078125
Sonia Vihar WTP,2021-12-31,99310.6875
Sonia Vihar WTP,2022-01-31,99099.5234375
Sonia Vihar WTP,2022-02-28,98835.1640625
Sonia Vihar WTP,2022-03-31,98500.7109375
Sonia Vihar WTP,2022-04-30,98073.234375
Sonia Vihar WTP,2022-05-31,97634.6640625
Sonia Vihar WTP,2022-06-30,97501.8203125
Sonia Vihar WTP,2022-07-31,97651.96875
Sonia Vihar WTP,2022-08-31,97725.09375
Sonia Vihar WTP,2022-09-30,98015.640625
Sonia Vihar WTP,2022-10-31,98649.4609375
Sonia Vihar WTP,2022-11-30,98963.96875
Sonia Vihar WTP,2022-12-31,99057.6953125
Sonia Vihar WTP,2023-01-31,99265.3359375
Sonia Vihar WTP,2023-02-28,98921.7578125
Sonia Vihar WTP,2023-03-31,98782.8359375
Sonia Vihar WTP,2023-04-30,98410.7578125
Sonia Vihar WTP,2023-05-31,98126.484375
Sonia Vihar WTP,2023-06-30,97663.890625
Sonia Vihar WTP,2023-07-31,97643.203125
Sonia Vihar WTP,2023-08-31,97687.203125
Sonia Vihar WTP,2023-09-30,97988.0703125
Sonia Vihar WTP,2023-10-31,98679.4609375
Sonia Vihar WTP,2023-11-30,99089.640625
Sonia Vihar WTP,2023-12-31,99243.7421875
Ushmanpur Pz,2020-01-31,99192.625
Ushmanpur Pz,2020-02-29,99153.4609375
Ushmanpur Pz,2020-03-31,98787.7734375
Ushmanpur Pz,2020-04-30,98472.3984375
Ushmanpur Pz,2020-05-31,97987.5078125
Ushmanpur Pz,2020-06-30,97601.2421875
Ushmanpur Pz,2020-07-31,97554.7109375
Ushmanpur Pz,2020-08-31,97527.3984375
Ushmanpur Pz,2020-09-30,97912.421875
Ushmanpur Pz,2020-10-31,98388.75
Ushmanpur Pz,2020-11-30,99133.390625
Ushmanpur Pz,2020-12-31,99143.546875
Ushmanpur Pz,2021-01-31,99060.5078125
Ushmanpur Pz,2021-02-28,98965.1796875
Ushmanpur Pz,2021-03-31,98590.96875
Ushmanpur Pz,2021-04-30,98365.71875
Ushmanpur Pz,2021-05-31,97970.734375
Ushmanpur Pz,2021-06-30,97583.4921875
Ushmanpur Pz,2021-07-31,97474.0234375
Ushmanpur Pz,2021-08-31,97723.859375
Ushmanpur Pz,2021-09-30,98050.703125
Ushmanpur Pz,2021-10-31,98461.25
Ushmanpur Pz,2021-11-30,98901.078125
Ushmanpur Pz,2021-12-31,99310.6875
Ushmanpur Pz,2022-01-31,99099.5234375
Ushmanpur Pz,2022-02-28,98835.1640625
Ushmanpur Pz,2022-03-31,98500.7109375
Ushmanpur Pz,2022-04-30,98073.234375
Ushmanpur Pz,2022-05-31,97634.6640625
Ushmanpur Pz,2022-06-30,97501.8203125
Ushmanpur Pz,2022-07-31,97651.96875
Ushmanpur Pz,2022-08-31,97725.09375
Ushmanpur Pz,2022-09-30,98015.640625
Ushmanpur Pz,2022-10-31,98649.4609375
Ushmanpur Pz,2022-11-30,98963.96875
Ushmanpur Pz,2022-12-31,99057.6953125
Ushmanpur Pz,2023-01-31,99265.3359375
Ushmanpur Pz,2023-02-28,98921.7578125
Ushmanpur Pz,2023-03-31,98782.8359375
Ushmanpur Pz,2023-04-30,98410.7578125
Ushmanpur Pz,2023-05-31,98126.484375
Ushmanpur Pz,2023-06-30,97663.890625
Ushmanpur Pz,2023-07-31,97643.203125
Ushmanpur Pz,2023-08-31,97687.203125
Ushmanpur Pz,2023-09-30,97988.0703125
Ushmanpur Pz,2023-10-31,98679.4609375
Ushmanpur Pz,2023-11-30,99089.640625
Ushmanpur Pz,2023-12-31,99243.7421875
Samaipur Badli,2020-01-31,99192.625
Samaipur Badli,2020-02-29,99153.4609375
Samaipur Badli,2020-03-31,98787.7734375
Samaipur Badli,2020-04-30,98472.3984375
Samaipur Badli,2020-05-31,97987.5078125
Samaipur Badli,2020-06-30,97601.2421875
Samaipur Badli,2020-07-31,97554.7109375
Samaipur Badli,2020-08-31,97527.3984375
Samaipur Badli,2020-09-30,97912.421875
Samaipur Badli,2020-10-31,98388.75
Samaipur Badli,2020-11-30,99133.390625
Samaipur Badli,2020-12-31,99143.546875
Samaipur Badli,2021-01-31,99060.5078125
Samaipur Badli,2021-02-28,98965.1796875
Samaipur Badli,2021-03-31,98590.96875
Samaipur Badli,2021-04-30,98365.71875
Samaipur Badli,2021-05-31,97970.734375
Samaipur Badli,2021-06-30,97583.4921875
Samaipur Badli,2021-07-31,97474.0234375
Samaipur Badli,2021-08-31,97723.859375
Samaipur Badli,2021-09-30,98050.703125
Samaipur Badli,2021-10-31,98461.25
Samaipur Badli,2021-11-30,98901.078125
Samaipur Badli,2021-12-31,99310.6875
Samaipur Badli,2022-01-31,99099.5234375
Samaipur Badli,2022-02-28,98835.1640625
Samaipur Badli,2022-03-31,98500.7109375
Samaipur Badli,2022-04-30,98073.234375
Samaipur Badli,2022-05-31,97634.6640625
Samaipur Badli,2022-06-30,97501.8203125
Samaipur Badli,2022-07-31,97651.96875
Samaipur Badli,2022-08-31,97725.09375
Samaipur Badli,2022-09-30,98015.640625
Samaipur Badli,2022-10-31,98649.4609375
Samaipur Badli,2022-11-30,98963.96875
Samaipur Badli,2022-12-31,99057.6953125
Samaipur Badli,2023-01-31,99265.3359375
Samaipur Badli,2023-02-28,98921.7578125
Samaipur Badli,2023-03-31,98782.8359375
Samaipur Badli,2023-04-30,98410.7578125
Samaipur Badli,2023-05-31,98126.484375
Samaipur Badli,2023-06-30,97663.890625
Samaipur Badli,2023-07-31,97643.203125
Samaipur Badli,2023-08-31,97687.203125
Samaipur Badli,2023-09-30,97988.0703125
Samaipur Badli,2023-10-31,98679.4609375
Samaipur Badli,2023-11-30,99089.640625
Samaipur Badli,2023-12-31,99243.7421875
Sultanpur Dabas_1,2020-01-31,99177.3984375
Sultanpur Dabas_1,2020-02-29,99136.3203125
Sultanpur Dabas_1,2020-03-31,98769.4765625
Sultanpur Dabas_1,2020-04-30,98454.390625
Sultanpur Dabas_1,2020-05-31,97965.8203125
Sultanpur Dabas_1,2020-06-30,97577.4296875
Sultanpur Dabas_1,2020-07-31,97529.1640625
Sultanpur Dabas_1,2020-08-31,97503.9921875
Sultanpur Dabas_1,2020-09-30,97891.0234375
Sultanpur Dabas_1,2020-10-31,98370.9921875
Sultanpur Dabas_1,2020-11-30,99117.5859375
Sultanpur Dabas_1,2020-12-31,99127.6796875
Sultanpur Dabas_1,2021-01-31,99043.515625
Sultanpur Dabas_1,2021-02-28,98948.890625
Sultanpur Dabas_1,2021-03-31,98575.1640625
Sultanpur Dabas_1,2021-04-30,98353.7421875
Sultanpur Dabas_1,2021-05-31,97947.546875
Sultanpur Dabas_1,2021-06-30,97560.0859375
Sultanpur Dabas_1,2021-07-31,97450.21875
Sultanpur Dabas_1,2021-08-31,97700.6484375
Sultanpur Dabas_1,2021-09-30,98031.125
Sultanpur Dabas_1,2021-10-31,98442.453125
Sultanpur Dabas_1,2021-11-30,98882.1015625
Sultanpur Dabas_1,2021-12-31,99294.6328125
Sultanpur Dabas_1,2022-01-31,99080.5625
Sultanpur Dabas_1,2022-02-28,98815.4140625
Sultanpur Dabas_1,2022-03-31,98484.4921875
Sultanpur Dabas_1,2022-04-30,98055.3125
Sultanpur Dabas_1,2022-05-31,97608.515625
Sultanpur Dabas_1,2022-06-30,97481.15625
Sultanpur Dabas_1,2022-07-31,97630.40625
Sultanpur Dabas_1,2022-08-31,97705.046875
Sultanpur Dabas_1,2022-09-30,98001.734375
Sultanpur Dabas_1,2022-10-31,98635.5625
Sultanpur Dabas_1,2022-11-30,98950.9453125
Sultanpur Dabas_1,2022-12-31,99047.71875
Sultanpur Dabas_1,2023-01-31,99254.453125
Sultanpur Dabas_1,2023-02-28,98910.5
Sultanpur Dabas_1,2023-03-31,98770.5703125
Sultanpur Dabas_1,2023-04-30,98398.4765625
Sultanpur Dabas_1,2023-05-31,98112.0234375
Sultanpur Dabas_1,2023-06-30,97649.625
Sultanpur Dabas_1,2023-07-31,97624.09375
Sultanpur Dabas_1,2023-08-31,97667.890625
