stationName,Month,Monthly_Mean_GWL
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-06-30,-8.033766666666667
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-07-31,-7.876451612903225
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-08-31,-7.732860655737705
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-09-30,-7.589366972477064
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-10-31,-7.497990909090909
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-11-30,-7.501341666666666
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-12-31,-7.668524193548388
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2022-12-31,-26.75562
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-01-31,-26.356185483870966
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-02-28,-26.393
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-03-31,-26.616612903225807
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-04-30,-26.739305785123967
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-05-31,-27.13160975609756
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-06-30,-27.839341666666666
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-07-31,-28.30117741935484
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-08-31,-28.35708064516129
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-09-30,-28.33179661016949
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-10-31,-28.300857142857144
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-11-30,-28.49025
Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,2023-12-31,-26.93315873015873
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-05-31,25.824590163934424
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-06-30,25.831666666666667
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-07-31,25.825806451612905
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-08-31,25.81393442622951
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-09-30,25.821698113207546
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-10-31,25.845283018867924
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-11-30,25.853389830508473
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-12-31,25.854032258064517
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-05-31,-15.397573770491803
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-06-30,-15.522425
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-07-31,-15.097201612903227
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-08-31,-14.624319672131147
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-09-30,-14.54443396226415
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-10-31,-14.55399090909091
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-11-30,-14.675296610169491
Delhi_Shahdara_Shahdara_CBD Shahdara,2023-12-31,-14.871370967741935
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-05-31,-7.519095238095238
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-06-30,-7.582183333333333
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-07-31,-6.96066935483871
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-08-31,-6.790233870967742
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-09-30,-7.095292452830189
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-10-31,-7.051480392156862
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-11-30,-7.168883333333333
Delhi_South East_Kalkaji_Okhla DJB WTP,2023-12-31,-7.195472
Delhi_West_Rajouri Garden_Tagore Garden,2023-05-31,-14.565688524590163
Delhi_West_Rajouri Garden_Tagore Garden,2023-06-30,-15.551166666666667
Delhi_West_Rajouri Garden_Tagore Garden,2023-07-31,-15.1575
Delhi_West_Rajouri Garden_Tagore Garden,2023-08-31,-14.356233870967742
Delhi_West_Rajouri Garden_Tagore Garden,2023-09-30,-14.249620370370371
Delhi_West_Rajouri Garden_Tagore Garden,2023-10-31,-14.103111111111112
Delhi_West_Rajouri Garden_Tagore Garden,2023-11-30,-13.912813559322034
Delhi_West_Rajouri Garden_Tagore Garden,2023-12-31,-13.66366935483871
Deorala Pz,2020-01-31,1.08
Deorala Pz,2020-02-29,
Deorala Pz,2020-03-31,
Deorala Pz,2020-04-30,
Deorala Pz,2020-05-31,
Deorala Pz,2020-06-30,
Deorala Pz,2020-07-31,
Deorala Pz,2020-08-31,
Deorala Pz,2020-09-30,
Deorala Pz,2020-10-31,
Deorala Pz,2020-11-30,
Deorala Pz,2020-12-31,
Deorala Pz,2021-01-31,
Deorala Pz,2021-02-28,
Deorala Pz,2021-03-31,
Deorala Pz,2021-04-30,
Deorala Pz,2021-05-31,
Deorala Pz,2021-06-30,
Deorala Pz,2021-07-31,
Deorala Pz,2021-08-31,0.82
Deorala Pz,2021-09-30,
Deorala Pz,2021-10-31,
Deorala Pz,2021-11-30,0.85
Dwarka Sec-16 (Tp),2020-01-31,21.67
Dwarka Sec-16 (Tp),2020-02-29,
Dwarka Sec-16 (Tp),2020-03-31,
Dwarka Sec-16 (Tp),2020-04-30,
Dwarka Sec-16 (Tp),2020-05-31,
Dwarka Sec-16 (Tp),2020-06-30,
Dwarka Sec-16 (Tp),2020-07-31,
Dwarka Sec-16 (Tp),2020-08-31,21.33
Dwarka Sec-16 (Tp),2020-09-30,
Dwarka Sec-16 (Tp),2020-10-31,
Dwarka Sec-16 (Tp),2020-11-30,22.08
Dwarka Sec-16 (Tp),2020-12-31,
Dwarka Sec-16 (Tp),2021-01-31,20.97
Dwarka Sec-16 (Tp),2021-02-28,
Dwarka Sec-16 (Tp),2021-03-31,
Dwarka Sec-16 (Tp),2021-04-30,
Dwarka Sec-16 (Tp),2021-05-31,
Dwarka Sec-16 (Tp),2021-06-30,
Dwarka Sec-16 (Tp),2021-07-31,
Dwarka Sec-16 (Tp),2021-08-31,20.34
Dwarka Sec-16 (Tp),2021-09-30,
Dwarka Sec-16 (Tp),2021-10-31,
Dwarka Sec-16 (Tp),2021-11-30,19.39
Dwarka Sec-16 (Tp),2021-12-31,
Dwarka Sec-16 (Tp),2022-01-31,18.73
Dwarka Sec-16 (Tp),2022-02-28,
Dwarka Sec-16 (Tp),2022-03-31,
Dwarka Sec-16 (Tp),2022-04-30,
Dwarka Sec-16 (Tp),2022-05-31,17.86
Dwarka Sec-16 (Tp),2022-06-30,
Dwarka Sec-16 (Tp),2022-07-31,
Dwarka Sec-16 (Tp),2022-08-31,16.85
Dwarka Sec-16 (Tp),2022-09-30,
Dwarka Sec-16 (Tp),2022-10-31,
Dwarka Sec-16 (Tp),2022-11-30,14.15
Dwarka Sect -23,2020-11-30,18.4
Dwarka Sect -23,2020-12-31,
Dwarka Sect -23,2021-01-31,17.43
Dwarka Sect -23,2021-02-28,
Dwarka Sect -23,2021-03-31,
Dwarka Sect -23,2021-04-30,
Dwarka Sect -23,2021-05-31,
Dwarka Sect -23,2021-06-30,
Dwarka Sect -23,2021-07-31,
Dwarka Sect -23,2021-08-31,
Dwarka Sect -23,2021-09-30,
Dwarka Sect -23,2021-10-31,
Dwarka Sect -23,2021-11-30,13.3
Dwarka Sect -23,2021-12-31,
Dwarka Sect -23,2022-01-31,14.21
Dwarka Sect -23,2022-02-28,
Dwarka Sect -23,2022-03-31,
Dwarka Sect -23,2022-04-30,
Dwarka Sect -23,2022-05-31,15.3
Dwarka Sect -23,2022-06-30,
Dwarka Sect -23,2022-07-31,
Dwarka Sect -23,2022-08-31,14.39
Dwarka Sect -23,2022-09-30,
Dwarka Sect -23,2022-10-31,
Dwarka Sect -23,2022-11-30,13.14
Dwarka Sect-5,2020-11-30,21.14
Dwarka Sect-5,2020-12-31,
Dwarka Sect-5,2021-01-31,20.0
Dwarka Sect-5,2021-02-28,
Dwarka Sect-5,2021-03-31,
Dwarka Sect-5,2021-04-30,
Dwarka Sect-5,2021-05-31,
Dwarka Sect-5,2021-06-30,
Dwarka Sect-5,2021-07-31,
Dwarka Sect-5,2021-08-31,
Dwarka Sect-5,2021-09-30,
Dwarka Sect-5,2021-10-31,
Dwarka Sect-5,2021-11-30,17.03
Dwarka Sect-5,2021-12-31,
Dwarka Sect-5,2022-01-31,16.4
Dwarka Sect-5,2022-02-28,
Dwarka Sect-5,2022-03-31,
Dwarka Sect-5,2022-04-30,
Dwarka Sect-5,2022-05-31,15.29
Dwarka Sect-5,2022-06-30,
Dwarka Sect-5,2022-07-31,
Dwarka Sect-5,2022-08-31,14.77
Dwarka Sect-5,2022-09-30,
Dwarka Sect-5,2022-10-31,
Dwarka Sect-5,2022-11-30,14.15
Gadaipur Pz,2020-01-31,63.13
Gadaipur Pz,2020-02-29,
Gadaipur Pz,2020-03-31,
Gadaipur Pz,2020-04-30,
Gadaipur Pz,2020-05-31,
Gadaipur Pz,2020-06-30,
Gadaipur Pz,2020-07-31,
Gadaipur Pz,2020-08-31,63.97
Gadaipur Pz,2020-09-30,
Gadaipur Pz,2020-10-31,
Gadaipur Pz,2020-11-30,65.16
Gadaipur Pz,2020-12-31,
Gadaipur Pz,2021-01-31,65.47
Gadaipur Pz,2021-02-28,
Gadaipur Pz,2021-03-31,
Gadaipur Pz,2021-04-30,
Gadaipur Pz,2021-05-31,
Gadaipur Pz,2021-06-30,
Gadaipur Pz,2021-07-31,
Gadaipur Pz,2021-08-31,65.48
Gadaipur Pz,2021-09-30,
Gadaipur Pz,2021-10-31,
Gadaipur Pz,2021-11-30,65.67
Gadaipur Pz,2021-12-31,
Gadaipur Pz,2022-01-31,65.54
Gadaipur Pz,2022-02-28,
Gadaipur Pz,2022-03-31,
Gadaipur Pz,2022-04-30,
Gadaipur Pz,2022-05-31,66.01
Gadaipur Pz,2022-06-30,
Gadaipur Pz,2022-07-31,
Gadaipur Pz,2022-08-31,66.51
Gadaipur Pz,2022-09-30,
Gadaipur Pz,2022-10-31,
Gadaipur Pz,2022-11-30,66.75
Ghazipur Crossing Pz,2020-01-31,25.26
Ghazipur Crossing Pz,2020-02-29,
Ghazipur Crossing Pz,2020-03-31,
Ghazipur Crossing Pz,2020-04-30,
Ghazipur Crossing Pz,2020-05-31,
Ghazipur Crossing Pz,2020-06-30,
Ghazipur Crossing Pz,2020-07-31,
Ghazipur Crossing Pz,2020-08-31,25.47
Ghazipur Crossing Pz,2020-09-30,
Ghazipur Crossing Pz,2020-10-31,
Ghazipur Crossing Pz,2020-11-30,26.36
Ghazipur Crossing Pz,2020-12-31,
Ghazipur Crossing Pz,2021-01-31,25.39
Ghazipur Crossing Pz,2021-02-28,
Ghazipur Crossing Pz,2021-03-31,
Ghazipur Crossing Pz,2021-04-30,
Ghazipur Crossing Pz,2021-05-31,
Ghazipur Crossing Pz,2021-06-30,
Ghazipur Crossing Pz,2021-07-31,
Ghazipur Crossing Pz,2021-08-31,24.48
Ghazipur Crossing Pz,2021-09-30,
Ghazipur Crossing Pz,2021-10-31,
Ghazipur Crossing Pz,2021-11-30,26.03
Ghazipur Crossing Pz,2021-12-31,
Ghazipur Crossing Pz,2022-01-31,25.77
Ghazipur Crossing Pz,2022-02-28,
Ghazipur Crossing Pz,2022-03-31,
Ghazipur Crossing Pz,2022-04-30,
Ghazipur Crossing Pz,2022-05-31,25.87
Ghazipur Crossing Pz,2022-06-30,
Ghazipur Crossing Pz,2022-07-31,
Ghazipur Crossing Pz,2022-08-31,26.08
Ghazipur Crossing Pz,2022-09-30,
Ghazipur Crossing Pz,2022-10-31,
Ghazipur Crossing Pz,2022-11-30,26.24
Gokulpuri E Pz,2022-11-30,28.16
Gujarat Vihar Pz_1,2020-01-31,7.7
Gujarat Vihar Pz_1,2020-02-29,
Gujarat Vihar Pz_1,2020-03-31,
Gujarat Vihar Pz_1,2020-04-30,
Gujarat Vihar Pz_1,2020-05-31,7.51
Gujarat Vihar Pz_1,2020-06-30,
Gujarat Vihar Pz_1,2020-07-31,
Gujarat Vihar Pz_1,2020-08-31,7.24
Gujarat Vihar Pz_1,2020-09-30,
Gujarat Vihar Pz_1,2020-10-31,
Gujarat Vihar Pz_1,2020-11-30,8.39
Gujarat Vihar Pz_1,2020-12-31,
Gujarat Vihar Pz_1,2021-01-31,7.22
Gujarat Vihar Pz_1,2021-02-28,
Gujarat Vihar Pz_1,2021-03-31,
Gujarat Vihar Pz_1,2021-04-30,
Gujarat Vihar Pz_1,2021-05-31,7.93
Gujarat Vihar Pz_1,2021-06-30,
Gujarat Vihar Pz_1,2021-07-31,
Gujarat Vihar Pz_1,2021-08-31,7.12
Gujarat Vihar Pz_1,2021-09-30,
Gujarat Vihar Pz_1,2021-10-31,
Gujarat Vihar Pz_1,2021-11-30,6.22
Gujarat Vihar Pz_1,2021-12-31,
Gujarat Vihar Pz_1,2022-01-31,6.2
Gujarat Vihar Pz_1,2022-02-28,
Gujarat Vihar Pz_1,2022-03-31,
Gujarat Vihar Pz_1,2022-04-30,
Gujarat Vihar Pz_1,2022-05-31,6.33
Gujarat Vihar Pz_1,2022-06-30,
Gujarat Vihar Pz_1,2022-07-31,
Gujarat Vihar Pz_1,2022-08-31,6.23
Gujarat Vihar Pz_1,2022-09-30,
Gujarat Vihar Pz_1,2022-10-31,
Gujarat Vihar Pz_1,2022-11-30,6.27
Haiderpur Pz,2020-01-31,12.7
Haiderpur Pz,2020-02-29,
Haiderpur Pz,2020-03-31,
Haiderpur Pz,2020-04-30,
Haiderpur Pz,2020-05-31,
Haiderpur Pz,2020-06-30,
Haiderpur Pz,2020-07-31,
Haiderpur Pz,2020-08-31,12.83
Haiderpur Pz,2020-09-30,
Haiderpur Pz,2020-10-31,
Haiderpur Pz,2020-11-30,13.58
Haiderpur Pz,2020-12-31,
Haiderpur Pz,2021-01-31,12.78
Haiderpur Pz,2021-02-28,
Haiderpur Pz,2021-03-31,
Haiderpur Pz,2021-04-30,
Haiderpur Pz,2021-05-31,
Haiderpur Pz,2021-06-30,
Haiderpur Pz,2021-07-31,
Haiderpur Pz,2021-08-31,12.9
Haiderpur Pz,2021-09-30,
Haiderpur Pz,2021-10-31,
Haiderpur Pz,2021-11-30,12.22
Haiderpur Pz,2021-12-31,
Haiderpur Pz,2022-01-31,11.92
Haiderpur Pz,2022-02-28,
Haiderpur Pz,2022-03-31,
Haiderpur Pz,2022-04-30,
Haiderpur Pz,2022-05-31,12.8
Haiderpur Pz,2022-06-30,
Haiderpur Pz,2022-07-31,
Haiderpur Pz,2022-08-31,22.56
Haiderpur Pz,2022-09-30,
Haiderpur Pz,2022-10-31,
Haiderpur Pz,2022-11-30,11.92
Hareoli Dw,2020-01-31,2.8
Hareoli Dw,2020-02-29,
Hareoli Dw,2020-03-31,
Hareoli Dw,2020-04-30,
Hareoli Dw,2020-05-31,
Hareoli Dw,2020-06-30,
Hareoli Dw,2020-07-31,
Hareoli Dw,2020-08-31,3.35
Hareoli Dw,2020-09-30,
Hareoli Dw,2020-10-31,
Hareoli Dw,2020-11-30,3.74
Hareoli Dw,2020-12-31,
Hareoli Dw,2021-01-31,
Hareoli Dw,2021-02-28,
Hareoli Dw,2021-03-31,
Hareoli Dw,2021-04-30,
Hareoli Dw,2021-05-31,
Hareoli Dw,2021-06-30,
Hareoli Dw,2021-07-31,
Hareoli Dw,2021-08-31,1.78
Hareoli Dw,2021-09-30,
Hareoli Dw,2021-10-31,
Hareoli Dw,2021-11-30,1.3
Hareoli Dw,2021-12-31,
Hareoli Dw,2022-01-31,2.03
Hareoli Dw,2022-02-28,
Hareoli Dw,2022-03-31,
Hareoli Dw,2022-04-30,
Hareoli Dw,2022-05-31,3.73
Hareoli Dw,2022-06-30,
Hareoli Dw,2022-07-31,
Hareoli Dw,2022-08-31,2.57
Hareoli Dw,2022-09-30,
Hareoli Dw,2022-10-31,
Hareoli Dw,2022-11-30,2.08
Hauz Khas Pz,2020-01-31,31.12
Hauz Khas Pz,2020-02-29,
Hauz Khas Pz,2020-03-31,
Hauz Khas Pz,2020-04-30,
Hauz Khas Pz,2020-05-31,
Hauz Khas Pz,2020-06-30,
Hauz Khas Pz,2020-07-31,
Hauz Khas Pz,2020-08-31,30.04
Hauz Khas Pz,2020-09-30,
Hauz Khas Pz,2020-10-31,
Hauz Khas Pz,2020-11-30,30.75
Hauz Khas Pz,2020-12-31,
Hauz Khas Pz,2021-01-31,28.89
Hauz Khas Pz,2021-02-28,
Hauz Khas Pz,2021-03-31,
Hauz Khas Pz,2021-04-30,
Hauz Khas Pz,2021-05-31,
Hauz Khas Pz,2021-06-30,
Hauz Khas Pz,2021-07-31,
Hauz Khas Pz,2021-08-31,27.68
Hauz Khas Pz,2021-09-30,
Hauz Khas Pz,2021-10-31,
Hauz Khas Pz,2021-11-30,26.72
Hauz Khas Pz,2021-12-31,
Hauz Khas Pz,2022-01-31,25.49
Hauz Khas Pz,2022-02-28,
Hauz Khas Pz,2022-03-31,
Hauz Khas Pz,2022-04-30,
Hauz Khas Pz,2022-05-31,24.7
Hauz Khas Pz,2022-06-30,
Hauz Khas Pz,2022-07-31,
Hauz Khas Pz,2022-08-31,24.5
Hauz Khas Pz,2022-09-30,
Hauz Khas Pz,2022-10-31,
Hauz Khas Pz,2022-11-30,23.95
Hiran Kudna Dw,2020-01-31,2.82
Hiran Kudna Dw,2020-02-29,
Hiran Kudna Dw,2020-03-31,
Hiran Kudna Dw,2020-04-30,
Hiran Kudna Dw,2020-05-31,
Hiran Kudna Dw,2020-06-30,
Hiran Kudna Dw,2020-07-31,
Hiran Kudna Dw,2020-08-31,1.4
Hiran Kudna Dw,2020-09-30,
Hiran Kudna Dw,2020-10-31,
Hiran Kudna Dw,2020-11-30,2.38
Hiran Kudna Dw,2020-12-31,
Hiran Kudna Dw,2021-01-31,1.76
Hiran Kudna Dw,2021-02-28,
Hiran Kudna Dw,2021-03-31,
Hiran Kudna Dw,2021-04-30,
Hiran Kudna Dw,2021-05-31,
Hiran Kudna Dw,2021-06-30,
Hiran Kudna Dw,2021-07-31,
Hiran Kudna Dw,2021-08-31,0.66
Hiran Kudna Dw,2021-09-30,
Hiran Kudna Dw,2021-10-31,
Hiran Kudna Dw,2021-11-30,0.65
Hiran Kudna Dw,2021-12-31,
Hiran Kudna Dw,2022-01-31,0.6
Hiran Kudna Dw,2022-02-28,
Hiran Kudna Dw,2022-03-31,
Hiran Kudna Dw,2022-04-30,
Hiran Kudna Dw,2022-05-31,2.21
Hiran Kudna Dw,2022-06-30,
Hiran Kudna Dw,2022-07-31,
Hiran Kudna Dw,2022-08-31,1.74
Hiran Kudna Dw,2022-09-30,
Hiran Kudna Dw,2022-10-31,
Hiran Kudna Dw,2022-11-30,1.99
Hiranki Village Pz_1,2020-05-31,8.69
Hiranki Village Pz_1,2020-06-30,
Hiranki Village Pz_1,2020-07-31,
Hiranki Village Pz_1,2020-08-31,9.09
Humayun Tomb,2020-01-31,6.36
Humayun Tomb,2020-02-29,
Humayun Tomb,2020-03-31,
Humayun Tomb,2020-04-30,
Humayun Tomb,2020-05-31,
Humayun Tomb,2020-06-30,
Humayun Tomb,2020-07-31,
Humayun Tomb,2020-08-31,5.68
Humayun Tomb,2020-09-30,
Humayun Tomb,2020-10-31,
Humayun Tomb,2020-11-30,10.48
Humayun Tomb,2020-12-31,
Humayun Tomb,2021-01-31,5.31
Humayun Tomb,2021-02-28,
Humayun Tomb,2021-03-31,
Humayun Tomb,2021-04-30,
Humayun Tomb,2021-05-31,
Humayun Tomb,2021-06-30,
Humayun Tomb,2021-07-31,
Humayun Tomb,2021-08-31,4.78
Humayun Tomb,2021-09-30,
Humayun Tomb,2021-10-31,
Humayun Tomb,2021-11-30,4.88
Humayun Tomb,2021-12-31,
Humayun Tomb,2022-01-31,3.85
Humayun Tomb,2022-02-28,
Humayun Tomb,2022-03-31,
Humayun Tomb,2022-04-30,
Humayun Tomb,2022-05-31,4.78
Humayun Tomb,2022-06-30,
Humayun Tomb,2022-07-31,
Humayun Tomb,2022-08-31,4.66
Humayun Tomb,2022-09-30,
Humayun Tomb,2022-10-31,
Humayun Tomb,2022-11-30,7.57
ISBT (Kashmiri Gate) Dw,2020-01-31,2.49
ISBT (Kashmiri Gate) Dw,2020-02-29,
ISBT (Kashmiri Gate) Dw,2020-03-31,
ISBT (Kashmiri Gate) Dw,2020-04-30,
ISBT (Kashmiri Gate) Dw,2020-05-31,
ISBT (Kashmiri Gate) Dw,2020-06-30,
ISBT (Kashmiri Gate) Dw,2020-07-31,
ISBT (Kashmiri Gate) Dw,2020-08-31,1.19
ISBT (Kashmiri Gate) Dw,2020-09-30,
ISBT (Kashmiri Gate) Dw,2020-10-31,
ISBT (Kashmiri Gate) Dw,2020-11-30,2.69
ISBT (Kashmiri Gate) Dw,2020-12-31,
ISBT (Kashmiri Gate) Dw,2021-01-31,4.21
ISBT (Kashmiri Gate) Dw,2021-02-28,
ISBT (Kashmiri Gate) Dw,2021-03-31,
ISBT (Kashmiri Gate) Dw,2021-04-30,
ISBT (Kashmiri Gate) Dw,2021-05-31,
ISBT (Kashmiri Gate) Dw,2021-06-30,
ISBT (Kashmiri Gate) Dw,2021-07-31,
ISBT (Kashmiri Gate) Dw,2021-08-31,1.0
ISBT (Kashmiri Gate) Dw,2021-09-30,
ISBT (Kashmiri Gate) Dw,2021-10-31,
ISBT (Kashmiri Gate) Dw,2021-11-30,2.6
ISBT (Kashmiri Gate) Dw,2021-12-31,
ISBT (Kashmiri Gate) Dw,2022-01-31,
ISBT (Kashmiri Gate) Dw,2022-02-28,
ISBT (Kashmiri Gate) Dw,2022-03-31,
ISBT (Kashmiri Gate) Dw,2022-04-30,
ISBT (Kashmiri Gate) Dw,2022-05-31,3.19
ISBT (Kashmiri Gate) Dw,2022-06-30,
ISBT (Kashmiri Gate) Dw,2022-07-31,
ISBT (Kashmiri Gate) Dw,2022-08-31,2.23
ISBT (Kashmiri Gate) Dw,2022-09-30,
ISBT (Kashmiri Gate) Dw,2022-10-31,
ISBT (Kashmiri Gate) Dw,2022-11-30,3.1
JUN Pz-13 Upstreem,2020-01-31,19.02
JUN Pz-13 Upstreem,2020-02-29,
JUN Pz-13 Upstreem,2020-03-31,
JUN Pz-13 Upstreem,2020-04-30,
JUN Pz-13 Upstreem,2020-05-31,
JUN Pz-13 Upstreem,2020-06-30,
JUN Pz-13 Upstreem,2020-07-31,
JUN Pz-13 Upstreem,2020-08-31,17.27
JUN Pz-13 Upstreem,2020-09-30,
JUN Pz-13 Upstreem,2020-10-31,
JUN Pz-13 Upstreem,2020-11-30,16.4
JUN Pz-13 Upstreem,2020-12-31,
JUN Pz-13 Upstreem,2021-01-31,16.95
JUN Pz-13 Upstreem,2021-02-28,
JUN Pz-13 Upstreem,2021-03-31,
JUN Pz-13 Upstreem,2021-04-30,
JUN Pz-13 Upstreem,2021-05-31,
JUN Pz-13 Upstreem,2021-06-30,
JUN Pz-13 Upstreem,2021-07-31,
JUN Pz-13 Upstreem,2021-08-31,12.83
JUN Pz-13 Upstreem,2021-09-30,
JUN Pz-13 Upstreem,2021-10-31,
JUN Pz-13 Upstreem,2021-11-30,7.94
JUN Pz-13 Upstreem,2021-12-31,
JUN Pz-13 Upstreem,2022-01-31,10.1
JUN Pz-13 Upstreem,2022-02-28,
JUN Pz-13 Upstreem,2022-03-31,
JUN Pz-13 Upstreem,2022-04-30,
JUN Pz-13 Upstreem,2022-05-31,12.4
JUN Pz-13 Upstreem,2022-06-30,
JUN Pz-13 Upstreem,2022-07-31,
JUN Pz-13 Upstreem,2022-08-31,13.41
JUN Pz-13 Upstreem,2022-09-30,
JUN Pz-13 Upstreem,2022-10-31,
JUN Pz-13 Upstreem,2022-11-30,13.08
JUN Pz-3 (D) Downstream,2020-01-31,26.28
Jagatpur Pz-1,2020-01-31,1.72
Jagatpur Pz-2,2020-01-31,1.38
Jagatpur Pz-2,2020-02-29,
Jagatpur Pz-2,2020-03-31,
Jagatpur Pz-2,2020-04-30,
Jagatpur Pz-2,2020-05-31,
Jagatpur Pz-2,2020-06-30,
Jagatpur Pz-2,2020-07-31,
Jagatpur Pz-2,2020-08-31,0.49
Jagatpur Pz-2,2020-09-30,
Jagatpur Pz-2,2020-10-31,
Jagatpur Pz-2,2020-11-30,3.06
Jagatpur Pz-2,2020-12-31,
Jagatpur Pz-2,2021-01-31,1.86
Jagatpur Pz-2,2021-02-28,
Jagatpur Pz-2,2021-03-31,
Jagatpur Pz-2,2021-04-30,
Jagatpur Pz-2,2021-05-31,
Jagatpur Pz-2,2021-06-30,
Jagatpur Pz-2,2021-07-31,
Jagatpur Pz-2,2021-08-31,0.31
Jagatpur Pz-2,2021-09-30,
Jagatpur Pz-2,2021-10-31,
Jagatpur Pz-2,2021-11-30,0.98
Jagatpur Pz-2,2021-12-31,
Jagatpur Pz-2,2022-01-31,1.35
Jagatpur Pz-2,2022-02-28,
Jagatpur Pz-2,2022-03-31,
Jagatpur Pz-2,2022-04-30,
Jagatpur Pz-2,2022-05-31,2.51
Jagatpur Pz-2,2022-06-30,
Jagatpur Pz-2,2022-07-31,
Jagatpur Pz-2,2022-08-31,1.39
Jagatpur Pz-2,2022-09-30,
Jagatpur Pz-2,2022-10-31,
Jagatpur Pz-2,2022-11-30,1.76
Jaitpur Khadar RD-3500,2020-01-31,7.59
Jaitpur Khadar RD-3500,2020-02-29,
Jaitpur Khadar RD-3500,2020-03-31,
Jaitpur Khadar RD-3500,2020-04-30,
Jaitpur Khadar RD-3500,2020-05-31,
Jaitpur Khadar RD-3500,2020-06-30,
Jaitpur Khadar RD-3500,2020-07-31,
Jaitpur Khadar RD-3500,2020-08-31,7.83
Jaitpur Khadar RD-3500,2020-09-30,
Jaitpur Khadar RD-3500,2020-10-31,
Jaitpur Khadar RD-3500,2020-11-30,9.47
Jaitpur Khadar RD-3500,2020-12-31,
Jaitpur Khadar RD-3500,2021-01-31,8.2
Jaitpur Khadar RD-3500,2021-02-28,
Jaitpur Khadar RD-3500,2021-03-31,
Jaitpur Khadar RD-3500,2021-04-30,
Jaitpur Khadar RD-3500,2021-05-31,
Jaitpur Khadar RD-3500,2021-06-30,
Jaitpur Khadar RD-3500,2021-07-31,
Jaitpur Khadar RD-3500,2021-08-31,8.57
Jaitpur Khadar RD-3500,2021-09-30,
Jaitpur Khadar RD-3500,2021-10-31,
Jaitpur Khadar RD-3500,2021-11-30,6.76
Jaitpur Khadar RD-3500,2021-12-31,
Jaitpur Khadar RD-3500,2022-01-31,8.4
Jaitpur Khadar RD-3500,2022-02-28,
Jaitpur Khadar RD-3500,2022-03-31,
Jaitpur Khadar RD-3500,2022-04-30,
Jaitpur Khadar RD-3500,2022-05-31,9.32
Jaitpur Khadar RD-3500,2022-06-30,
Jaitpur Khadar RD-3500,2022-07-31,
Jaitpur Khadar RD-3500,2022-08-31,8.6
Jaitpur Khadar RD-3500,2022-09-30,
Jaitpur Khadar RD-3500,2022-10-31,
Jaitpur Khadar RD-3500,2022-11-30,8.0
Jamali Kamali,2020-01-31,19.91
Jamali Kamali,2020-02-29,
Jamali Kamali,2020-03-31,
Jamali Kamali,2020-04-30,
Jamali Kamali,2020-05-31,
Jamali Kamali,2020-06-30,
Jamali Kamali,2020-07-31,
Jamali Kamali,2020-08-31,17.41
Jamali Kamali,2020-09-30,
Jamali Kamali,2020-10-31,
Jamali Kamali,2020-11-30,19.25
Jamali Kamali,2020-12-31,
Jamali Kamali,2021-01-31,16.19
Jamali Kamali,2021-02-28,
